time_tick,acc_X_value,acc_Y_value,acc_Z_value
6.709494,0.170144,-3.295736,-9.012845
6.742491,0.252448,-3.645153,-8.500617
6.776032,0.394758,-3.852857,-8.867093
6.809366,0.410471,-3.613578,-9.399971
6.842010,0.404335,-3.678074,-9.500382
6.876073,0.203963,-3.565692,-9.297017
6.909310,0.097866,-3.568236,-8.774613
6.942706,0.292402,-3.740475,-8.889689
6.976109,0.238830,-3.675680,-9.220101
7.009327,0.255291,-3.577514,-9.411195
7.042740,0.211296,-3.544144,-9.320810
7.075344,0.330262,-3.668646,-9.063724
7.108644,0.495767,-3.759629,-9.133757
7.142353,0.367972,-3.563597,-9.010750
7.176006,0.394309,-3.817242,-8.594743
7.209346,0.574629,-3.948628,-8.934582
7.243061,0.547244,-3.475009,-9.439028
7.275981,0.499658,-3.623305,-9.255566
7.309321,0.533028,-3.687950,-9.030503
7.343039,0.675937,-3.850612,-9.017035
7.376101,0.568643,-3.836247,-9.030204
7.408671,0.508187,-3.800183,-9.181493
7.443028,0.366476,-3.692589,-9.106372
7.475997,0.399996,-3.683012,-9.106073
7.509365,0.274146,-3.788211,-8.966456
7.542871,0.384133,-3.744964,-9.417031
7.575994,0.369618,-3.675829,-9.170868
7.609350,0.373958,-3.723865,-8.905551
7.642258,0.424387,-3.793299,-8.716253
7.675858,0.454017,-3.802727,-9.029006
7.709399,0.439501,-3.625699,-9.210823
7.742582,0.282676,-3.723715,-8.865896
7.776031,0.334153,-3.604150,-8.975285
7.809476,0.341485,-3.711893,-8.786435
7.842320,0.475565,-3.907776,-9.048011
7.876061,0.423789,-3.797639,-9.330537
7.909399,0.269058,-3.819187,-9.167277
7.942261,0.397452,-3.847919,-9.326048
7.976173,0.219227,-3.823976,-9.198851
8.009379,-0.232395,-3.709050,-8.950444
8.042663,0.200821,-3.819187,-9.043821
8.076164,0.535422,-4.082409,-9.080783
8.109325,0.368870,-4.084804,-8.917672
8.142804,0.034418,-3.697228,-8.880561
8.176134,0.030078,-3.699623,-8.928446
8.209363,0.186455,-3.790456,-9.031999
8.241699,0.377848,-3.793000,-9.063275
8.276106,0.461499,-3.855251,-9.067165
8.311340,0.466587,-3.915108,-8.883105
8.342632,0.314250,-3.785967,-8.918271
8.375421,0.259032,-3.642309,-9.095598
8.409441,0.228505,-3.659069,-9.148571
8.442697,0.316644,-3.654131,-9.348345
8.476019,0.371863,-3.807365,-9.171018
8.509420,0.391616,-3.848068,-9.008206
8.542667,0.581512,-3.903287,-8.901062
8.576062,0.579268,-3.800482,-8.901062
8.609374,0.680426,-3.785967,-9.203490
8.642802,0.470777,-3.694984,-9.246288
8.676040,0.509385,-3.666252,-9.272176
8.709232,0.438753,-3.711893,-8.940717
8.742645,0.561460,-3.678373,-9.006261
8.776041,0.564154,-3.594723,-9.034992
8.809275,0.742828,-3.666551,-9.207531
8.842661,0.737291,-3.683311,-9.145429
8.876034,0.815853,-3.810059,-9.130315
8.909482,0.784728,-3.673734,-9.113854
8.942486,0.801338,-3.688399,-8.661932
8.976065,0.835307,-3.721770,-8.714158
9.009349,0.932874,-3.843729,-8.904354
9.042748,0.818697,-3.788510,-9.168474
9.075990,0.767369,-3.747808,-9.274122
9.109381,0.506242,-3.649791,-8.987705
9.142705,0.384882,-3.633031,-8.804991
9.175728,0.119714,-3.556564,-8.578432
9.209392,0.403138,-3.864828,-8.969898
9.242516,0.536769,-4.062956,-9.640148
9.276073,0.516717,-3.823677,-9.967717
9.309275,0.255291,-3.759330,-9.217557
9.342727,0.070931,-3.683012,-8.722388
9.376059,0.068088,-3.754990,-8.469192
9.413949,0.417653,-3.850163,-9.433342
9.442672,0.169545,-3.658620,-9.670227
9.476080,-0.114477,-3.498353,-9.436634
9.509400,-0.001945,-3.972122,-8.859611
9.542774,0.514472,-4.170399,-9.800566
9.576020,0.361837,-3.691991,-9.998094
9.609350,-0.002095,-3.563447,-8.794965
9.642712,0.121809,-3.943990,-8.157935
9.676044,0.346124,-4.001153,-8.805590
9.709349,0.456112,-3.833254,-9.889453
9.742766,0.166403,-3.357240,-10.007222
9.775997,-0.135726,-3.276283,-9.006560
9.809405,0.047287,-3.575868,-8.082066
