"","time_tick","acc_X_value","acc_Y_value","acc_Z_value","train","color"
"5854",195.130568,-0.035016,-0.420347,-8.963164,"A","blue"
"5855",195.163797,-0.094574,-0.392214,-8.928596,"A","blue"
"5856",195.196444,-0.199324,-0.345526,-9.586426,"A","blue"
"5857",195.230293,-0.261277,-0.292402,-9.959037,"A","blue"
"5858",195.263558,-0.126748,-0.083201,-9.884515,"A","blue"
"5859",195.296829,-0.039955,0.049083,-9.874339,"A","blue"
"5860",195.330429,-0.021549,0.181218,-9.719459,"A","blue"
"5861",195.363817,-0.224165,0.084548,-10.133671,"A","blue"
"5862",195.397095,-0.358245,0.105947,-10.292592,"A","blue"
"5863",195.430712,-0.395955,-0.082453,-10.160457,"A","blue"
"5864",195.463858,-0.357647,-0.254393,-9.683994,"A","blue"
"5865",195.497194,-0.228205,-0.33535,-9.686238,"A","blue"
"5866",195.530599,-0.171341,-0.337894,-9.89514,"A","blue"
"5867",195.563821,-0.161016,-0.095771,-9.883767,"A","blue"
"5868",195.597128,-0.140964,0.111334,-9.271428,"A","blue"
"5869",195.630501,-0.161016,0.128394,-9.130614,"A","blue"
"5870",195.663502,-0.028283,-0.028731,-9.602289,"A","blue"
"5871",195.697176,0.069584,-0.05851,-9.457734,"A","blue"
"5872",195.730362,-0.001347,-0.054769,-9.074498,"A","blue"
"5873",195.76342,-0.151738,-0.284621,-9.560688,"A","blue"
"5874",195.79717,-0.196631,-0.338792,-9.859226,"A","blue"
"5875",195.829704,-0.303326,-0.31859,-10.019493,"A","blue"
"5876",195.863894,-0.358694,-0.291804,-10.005427,"A","blue"
"5877",195.896797,-0.376651,-0.317842,-9.866857,"A","blue"
"5878",195.930505,-0.389371,-0.386977,-10.076208,"A","blue"
"5879",195.963906,-0.357497,-0.639275,-10.422332,"A","blue"
"5880",195.996768,-0.281329,-0.640921,-10.408864,"A","blue"
"5881",196.030111,-0.13408,-0.498311,-9.812687,"A","blue"
"5882",196.063835,-0.024541,-0.516268,-9.578495,"A","blue"
"5883",196.096206,0.001945,-0.537069,-9.699108,"A","blue"
"5884",196.130509,0.051776,-0.450725,-9.507415,"A","blue"
"5885",196.163695,0.032323,-0.391616,-9.102032,"A","blue"
"5886",196.196526,-0.07108,-0.46539,-9.286841,"A","blue"
"5887",196.23051,-0.139168,-0.468233,-9.561137,"A","blue"
"5888",196.263225,-0.299585,-0.347471,-9.551709,"A","blue"
"5889",196.297181,-0.38548,-0.458207,-10.158063,"A","blue"
"5890",196.329709,-0.409872,-0.539164,-10.62854,"A","blue"
"5891",196.363883,-0.375454,-0.443691,-10.64515,"A","blue"
"5892",196.396597,-0.365278,-0.588845,-10.303366,"A","blue"
"5893",196.430436,-0.36483,-0.784877,-10.498351,"A","blue"
"5894",196.463828,-0.237932,-0.66202,-10.240067,"A","blue"
"5895",196.497108,0.055368,-0.389371,-9.514299,"A","blue"
"5896",196.530466,0.221172,-0.403437,-9.328143,"A","blue"
"5897",196.563909,0.182265,-0.434114,-9.219801,"A","blue"
"5898",196.597136,-0.151439,-0.359143,-8.632752,"A","blue"
"5899",196.630457,-0.193788,-0.325174,-9.453544,"A","blue"
"5900",196.663837,-0.181367,0.042648,-9.159046,"A","blue"
"5901",196.696966,-0.199624,0.157724,-8.873827,"A","blue"
"5902",196.730517,-0.1049,-0.118816,-9.380069,"A","blue"
"5903",196.763478,-0.055667,-0.271003,-10.321772,"A","blue"
"5904",196.797133,-0.080807,-0.254094,-10.290796,"A","blue"
"5905",196.830182,-0.177177,-0.32263,-10.413054,"A","blue"
"5906",196.863791,-0.267562,-0.312754,-10.357686,"A","blue"
"5907",196.897129,-0.249455,-0.332507,-10.625697,"A","blue"
"5908",196.930461,-0.157125,-0.323229,-10.780727,"A","blue"
"5909",196.963834,-0.113429,-0.307816,-10.565091,"A","blue"
"5910",196.996871,-0.166702,-0.191842,-9.744749,"A","blue"
"5911",197.030468,-0.227308,-0.239129,-9.708086,"A","blue"
"5912",197.063918,-0.237034,-0.176728,-9.91594,"A","blue"
"5913",197.097123,-0.211894,-0.082603,-9.41718,"A","blue"
"5914",197.130469,-0.202317,0.019603,-9.072253,"A","blue"
"5915",197.163919,-0.189598,-0.00434,-9.112956,"A","blue"
"5916",197.196726,-0.129591,-0.293899,-9.70225,"A","blue"
"5917",197.230549,-0.072278,-0.303326,-9.560838,"A","blue"
"5918",197.263841,-0.088439,-0.325024,-9.771834,"A","blue"
"5919",197.296303,-0.172389,-0.332357,-9.909057,"A","blue"
"5920",197.330469,-0.257536,-0.330711,-9.841268,"A","blue"
"5921",197.363913,-0.319937,-0.353307,-9.984028,"A","blue"
"5922",197.397098,-0.3144,-0.542456,-10.617915,"A","blue"
"5923",197.430459,-0.212493,-0.392065,-9.92851,"A","blue"
"5924",197.463835,-0.149044,-0.400295,-9.490206,"A","blue"
"5925",197.496566,-0.00823,-0.519411,-9.234766,"A","blue"
"5926",197.530466,0.036064,-0.589144,-9.447109,"A","blue"
"5927",197.564239,0.009428,-0.552482,-9.301357,"A","blue"
"5928",197.600439,-0.139467,-0.401043,-8.852428,"A","blue"
"5929",197.630436,-0.241973,-0.376202,-8.881309,"A","blue"
"5930",197.663791,-0.217282,-0.347172,-8.697697,"A","blue"
"5931",197.697141,-0.231947,-0.368271,-8.982767,"A","blue"
"5932",197.730462,-0.200522,-0.512228,-9.920878,"A","blue"
"5933",197.763802,-0.202467,-0.40254,-9.950957,"A","blue"
"5934",197.796697,-0.200522,-0.429475,-10.139956,"A","blue"
"5935",197.830659,-0.232246,-0.591688,-11.074476,"A","blue"
"5936",197.863784,-0.211146,-0.562508,-11.623366,"A","blue"
"5937",197.897138,-0.19708,-0.474817,-11.52535,"A","blue"
"5938",197.930501,-0.071978,-0.354354,-11.358648,"A","blue"
"5939",197.963795,0.127795,-0.345675,-10.473809,"A","blue"
"5940",197.997129,0.030677,-0.398948,-9.930156,"A","blue"
"5941",198.030503,-0.101907,-0.399397,-9.780064,"A","blue"
"5942",198.063794,-0.227757,-0.440549,-9.481527,"A","blue"
"5943",198.096612,-0.336846,-0.389521,-8.968102,"A","blue"
"5944",198.130502,-0.338492,-0.357347,-8.745433,"A","blue"
"5945",198.163904,-0.327718,-0.382188,-9.027959,"A","blue"
"5946",198.197131,-0.271452,-0.317692,-9.352385,"A","blue"
"5947",198.230506,-0.251699,-0.17164,-9.205286,"A","blue"
"5948",198.263771,-0.172688,-0.135427,-9.369444,"A","blue"
"5949",198.297119,-0.216982,-0.294647,-9.651521,"A","blue"
"5950",198.330553,-0.224165,-0.346573,-10.099552,"A","blue"
"5951",198.36325,-0.168049,-0.369169,-10.46079,"A","blue"
"5952",198.397133,-0.125999,-0.332058,-10.335689,"A","blue"
"5953",198.430491,-0.051328,-0.312604,-9.902921,"A","blue"
"5954",198.463219,0.000898,-0.342832,-10.15477,"A","blue"
"5955",198.497128,-0.041002,-0.308414,-9.892297,"A","blue"
"5956",198.530502,-0.132434,-0.305571,-9.567123,"A","blue"
"5957",198.563209,-0.315298,-0.326671,-9.38366,"A","blue"
"5958",198.5973,-0.210847,-0.307816,-9.571761,"A","blue"
"5959",198.633631,0.148147,-0.274595,-9.372587,"A","blue"
"5960",198.663775,0.273547,-0.210697,-8.921413,"A","blue"
"5961",198.697129,0.247809,-0.280132,-8.621678,"A","blue"
"5962",198.730269,0.024541,-0.305721,-8.800951,"A","blue"
"5963",198.763789,-0.263372,-0.378597,-10.030267,"A","blue"
"5964",198.797172,-0.352858,-0.457907,-10.562398,"A","blue"
"5965",198.830461,-0.367673,-0.415259,-10.467225,"A","blue"
"5966",198.86389,-0.329065,-0.45701,-10.399586,"A","blue"
"5967",198.89711,-0.23883,-0.745072,-10.78776,"A","blue"
"5968",198.930459,0.061054,-1.210163,-11.598526,"A","blue"
"5969",198.963639,0.275792,-0.739386,-10.322071,"A","blue"
"5970",198.99714,0.026636,-0.539463,-9.853389,"A","blue"
"5971",199.030456,-0.11747,-0.478558,-10.106436,"A","blue"
"5972",199.063805,-0.281179,-0.346872,-9.819121,"A","blue"
"5973",199.097179,-0.3144,-0.33954,-9.06103,"A","blue"
"5974",199.129668,-0.266364,-0.344478,-9.27487,"A","blue"
"5975",199.163807,-0.15488,-0.199324,-9.187029,"A","blue"
"5976",199.197179,-0.21788,-0.061204,-9.213666,"A","blue"
"5977",199.230404,-0.346423,0.094574,-9.694469,"A","blue"
"5978",199.263888,-0.346423,0.323528,-9.569666,"A","blue"
"5979",199.297106,-0.354654,0.385031,-9.405059,"A","blue"
"5980",199.330467,-0.267262,0.14231,-9.590766,"A","blue"
"5981",199.363796,-0.166702,-0.140964,-10.192181,"A","blue"
"5982",199.397175,-0.152337,-0.131985,-10.282715,"A","blue"
"5983",199.43046,-0.130489,-0.139617,-10.200262,"A","blue"
"5984",199.463887,-0.103104,-0.080508,-9.954997,"A","blue"
"5985",199.497104,-0.133332,-0.232246,-10.195324,"A","blue"
"5986",199.530581,-0.02514,-0.328017,-10.326112,"A","blue"
"5987",199.563865,-0.032473,-0.325174,-10.013208,"A","blue"
"5988",199.597169,-0.09622,-0.34792,-9.204388,"A","blue"
"5989",199.630507,-0.21354,-0.634187,-9.440525,"A","blue"
"5990",199.663241,-0.190495,-0.83396,-9.497239,"A","blue"
"5991",199.697133,-0.164009,-0.745072,-9.321558,"A","blue"
"5992",199.73051,-0.189149,-0.61189,-9.070308,"A","blue"
"5993",199.767625,-0.233144,-0.600068,-9.665438,"A","blue"
"5994",199.7971,-0.2514,-0.651246,-10.000638,"A","blue"
"5995",199.830034,-0.266215,-0.529437,-10.081595,"A","blue"
"5996",199.863818,-0.24317,-0.607401,-10.254881,"A","blue"
"5997",199.897131,-0.111933,-0.581812,-10.146989,"A","blue"
"5998",199.930473,-0.056864,-0.635384,-10.02518,"A","blue"
"5999",199.964121,-0.031724,-0.740284,-10.614773,"A","blue"
"6000",199.997139,0.103403,-0.769763,-11.040357,"A","blue"
"6001",200.030457,0.075719,-0.456561,-9.740858,"A","blue"
"6002",200.063958,0.113729,-0.626106,-10.111075,"A","blue"
"6003",200.09724,0.050729,-0.566099,-10.713687,"A","blue"
"6004",200.130522,-0.155928,-0.330112,-9.851294,"A","blue"
"6005",200.163132,-0.195583,-0.305421,-10.200112,"A","blue"
"6006",200.1971,-0.193638,-0.258583,-9.876434,"A","blue"
"6007",200.230518,-0.282526,-0.115375,-9.093503,"A","blue"
"6008",200.263844,-0.137522,-0.326371,-10.060495,"A","blue"
"6009",200.297128,-0.047736,-0.243319,-9.949161,"A","blue"
"6010",200.330507,0.007183,-0.019603,-8.728075,"A","blue"
"6011",200.3638,-0.016161,-0.250053,-9.637305,"A","blue"
"6012",200.397132,-0.098914,-0.15518,-9.791138,"A","blue"
"6013",200.430477,-0.238082,0.003143,-8.980073,"A","blue"
"6014",200.463702,-0.242272,-0.095622,-9.54303,"A","blue"
"6015",200.497135,-0.06689,-0.272201,-10.185298,"A","blue"
"6016",200.530502,-0.021848,-0.053123,-9.915491,"A","blue"
"6017",200.563682,0.031275,-0.103703,-10.143996,"A","blue"
"6018",200.597129,0.060456,-0.257536,-10.882334,"A","blue"
"6019",200.630503,0.115973,-0.215635,-10.375943,"A","blue"
"6020",200.663657,0.13827,-0.258882,-9.556648,"A","blue"
"6021",200.697132,0.147847,-0.515221,-10.814396,"A","blue"
"6022",200.730485,0.026636,-0.367523,-10.250243,"A","blue"
"6023",200.763601,-0.006734,-0.317692,-9.741008,"A","blue"
"6024",200.797136,-0.131985,-0.268908,-9.780513,"A","blue"
"6025",200.830511,-0.204412,-0.27669,-10.532619,"A","blue"
"6026",200.868331,-0.217282,-0.081256,-9.60169,"A","blue"
"6027",200.897094,-0.263072,-0.082603,-9.158448,"A","blue"
"6028",200.930458,-0.292552,-0.38997,-9.862069,"A","blue"
"6029",200.963847,-0.187054,-0.454316,-9.915342,"A","blue"
"6030",200.997125,-0.12989,-0.367523,-9.281903,"A","blue"
"6031",201.030529,-0.093676,-0.468981,-9.80296,"A","blue"
"6032",201.063846,0.01676,-0.603211,-9.859226,"A","blue"
"6033",201.096995,0.006285,-0.564902,-9.466862,"A","blue"
"6034",201.13051,0.110736,-0.672495,-9.84905,"A","blue"
"6035",201.163357,0.081106,-0.510432,-9.461175,"A","blue"
"6036",201.196533,0.023644,-0.506242,-9.172215,"A","blue"
"6037",201.230506,0.057762,-0.869575,-10.59068,"A","blue"
"6038",201.26385,0.053722,-0.421245,-10.296482,"A","blue"
"6039",201.297183,-0.046689,-0.326222,-9.749837,"A","blue"
"6040",201.330812,-0.320535,-0.315896,-10.167939,"A","blue"
"6041",201.363834,-0.358395,-0.304074,-11.036467,"A","blue"
"6042",201.396551,-0.303925,-0.325773,-9.347896,"A","blue"
"6043",201.430347,-0.321583,-0.377549,-9.004166,"A","blue"
"6044",201.463846,-0.261127,-0.851917,-10.067379,"A","blue"
"6045",201.496645,-0.208153,-0.493971,-9.29567,"A","blue"
"6046",201.530462,-0.196631,-0.38578,-9.534201,"A","blue"
"6047",201.563837,-0.046838,-0.33939,-10.513165,"A","blue"
"6048",201.596574,-0.003143,-0.252597,-10.171081,"A","blue"
"6049",201.630616,0.055218,-0.233593,-10.236176,"A","blue"
"6050",201.663805,0.211146,-0.329214,-11.664368,"A","blue"
"6051",201.697127,0.141712,-0.294797,-11.293852,"A","blue"
"6052",201.730598,0.019903,-0.273697,-10.43984,"A","blue"
"6053",201.763339,-0.018855,-0.406879,-10.419339,"A","blue"
"6054",201.796609,-0.116273,-0.443841,-10.43999,"A","blue"
"6055",201.830536,-0.188251,-0.326072,-10.280022,"A","blue"
"6056",201.863288,-0.156676,-0.085596,-10.428617,"A","blue"
"6057",201.896368,-0.089636,0.291056,-9.005662,"A","blue"
"6058",201.930469,-0.11313,0.560263,-7.663215,"A","blue"
"6059",201.965554,-0.070631,-0.011223,-8.665075,"A","blue"
"6060",201.9971,0.050879,-0.181966,-8.882057,"A","blue"
"6061",202.030429,-0.040254,-0.022147,-8.463655,"A","blue"
"6062",202.062939,0.081256,0.023644,-8.005149,"A","blue"
"6063",202.097126,0.216084,-0.047138,-8.928746,"A","blue"
"6064",202.130439,0.229552,0.016311,-9.708834,"A","blue"
"6065",202.163846,0.256937,0.327718,-10.244855,"A","blue"
"6066",202.197106,0.245863,0.70841,-10.238271,"A","blue"
"6067",202.229815,0.211595,0.371414,-11.158725,"A","blue"
"6068",202.264302,0.244367,0.234341,-11.799346,"A","blue"
"6069",202.297137,0.303626,0.344029,-11.773458,"A","blue"
"6070",202.330461,0.231947,0.156975,-9.834385,"A","blue"
"6071",202.363911,0.165056,-0.142161,-9.583284,"A","blue"
"6072",202.396288,0.165954,-0.356449,-10.395546,"A","blue"
"6073",202.430466,0.0627,-0.30587,-9.252872,"A","blue"
"6074",202.463918,-0.034119,-0.129142,-8.883554,"A","blue"
"6075",202.496975,-0.141113,-0.305721,-9.796226,"A","blue"
"6076",202.530464,-0.114178,-0.224165,-9.800416,"A","blue"
"6077",202.563077,-0.101009,-0.151588,-9.617253,"A","blue"
"6078",202.597152,0.032024,-0.333404,-10.577212,"A","blue"
"6079",202.629554,0.078413,-0.36872,-10.69558,"A","blue"
"6080",202.663836,0.120014,-0.653042,-10.551175,"A","blue"
"6081",202.696775,0.117769,-1.55928,-10.684207,"A","blue"
"6082",202.73012,0.200821,-2.09979,-10.867071,"A","blue"
"6083",202.763924,0.336697,-2.175808,-11.019407,"A","blue"
"6084",202.796952,0.410022,-1.059322,-10.212981,"A","blue"
"6085",202.830466,0.26816,-0.204562,-9.768692,"A","blue"
"6086",202.863844,0.21369,0.097866,-9.253621,"A","blue"
"6087",202.896489,0.199624,0.195284,-8.637541,"A","blue"
"6088",202.930469,0.038758,-0.264868,-9.992707,"A","blue"
"6089",202.96368,0.011523,-0.190795,-9.738015,"A","blue"
"6090",202.99689,-0.090983,-0.236137,-8.763091,"A","blue"
"6091",203.030462,-0.225662,-0.323229,-9.745647,"A","blue"
"6092",203.065213,-0.270554,0.586451,-9.943774,"A","blue"
"6093",203.097106,-0.324875,0.95143,-9.62249,"A","blue"
"6094",203.130458,-0.361238,1.199688,-9.266191,"A","blue"
"6095",203.163261,-0.227158,0.559066,-9.585678,"A","blue"
"6096",203.197129,-0.19708,0.194237,-9.541234,"A","blue"
"6097",203.230474,-0.114926,-0.308863,-10.25982,"A","blue"
"6098",203.26384,0.300184,-0.254094,-11.050982,"A","blue"
"6099",203.297115,0.468831,-0.009428,-10.458097,"A","blue"
"6100",203.330458,0.419599,0.361687,-9.831242,"A","blue"
"6101",203.363915,0.232096,0.164308,-9.981633,"A","blue"
"6102",203.397146,0.013169,-0.204263,-9.993605,"A","blue"
"6103",203.430462,-0.215935,-0.20935,-9.833786,"A","blue"
"6104",203.463917,-0.12151,-0.337744,-8.874575,"A","blue"
"6105",203.496798,-0.04594,-0.630745,-9.758366,"A","blue"
"6106",203.530465,0.057313,-0.668904,-9.785601,"A","blue"
"6107",203.563837,0.158023,-0.550536,-9.518638,"A","blue"
"6108",203.596408,0.023943,-0.772607,-9.708834,"A","blue"
"6109",203.630464,0.209799,-0.868977,-10.017548,"A","blue"
"6110",203.663838,0.257835,-0.836803,-9.657656,"A","blue"
"6111",203.696551,0.274445,-0.971931,-10.039396,"A","blue"
"6112",203.730468,0.283124,-1.084313,-10.509873,"A","blue"
"6113",203.763806,0.142161,-1.044208,-9.671124,"A","blue"
"6114",203.79718,0.106695,-1.29067,-9.863565,"A","blue"
"6115",203.830569,0.018406,-1.950895,-11.088093,"A","blue"
"6116",203.863772,-0.027534,-1.540275,-11.049785,"A","blue"
"6117",203.897123,0.010625,-0.334302,-11.225915,"A","blue"
"6118",203.930464,0.030078,0.29764,-11.129844,"A","blue"
"6119",203.963641,0.041451,1.154645,-10.074113,"A","blue"
"6120",203.997132,-0.008081,0.83381,-8.98561,"A","blue"
"6121",204.030446,0.043396,-0.176429,-9.647331,"A","blue"
"6122",204.063879,-0.000299,-0.947389,-9.653018,"A","blue"
"6123",204.099161,-0.05866,-1.172303,-8.950145,"A","blue"
"6124",204.129808,-0.048035,-1.444204,-9.111759,"A","blue"
"6125",204.162858,-0.160417,-1.090448,-10.296033,"A","blue"
"6126",204.197115,-0.1887,-0.551584,-10.274485,"A","blue"
"6127",204.229694,-0.191244,0.062551,-9.770038,"A","blue"
"6128",204.263863,-0.098166,0.151289,-10.707851,"A","blue"
"6129",204.29738,-0.037261,0.123904,-9.833188,"A","blue"
"6130",204.329574,-0.046988,0.036214,-9.599595,"A","blue"
"6131",204.36381,0.122558,-0.327119,-9.99151,"A","blue"
"6132",204.397173,0.145154,-0.615033,-10.514662,"A","blue"
"6133",204.430183,0.121809,-0.711552,-9.796824,"A","blue"
"6134",204.463853,0.043696,-0.485292,-8.749773,"A","blue"
"6135",204.497101,-0.14246,-0.635983,-9.344005,"A","blue"
"6136",204.529694,-0.204562,-0.599619,-9.67726,"A","blue"
"6137",204.563911,-0.185408,-0.305421,-9.128519,"A","blue"
"6138",204.597098,-0.13827,-0.273547,-8.371475,"A","blue"
"6139",204.630199,-0.18436,-0.432019,-8.439413,"A","blue"
"6140",204.664013,-0.210398,-0.995275,-9.906363,"A","blue"
"6141",204.696692,-0.09622,-0.946641,-10.650388,"A","blue"
"6142",204.730462,-0.086194,-0.633888,-10.90912,"A","blue"
"6143",204.76388,-0.098615,-0.436209,-11.481355,"A","blue"
"6144",204.797095,-0.020351,-0.067639,-11.586404,"A","blue"
"6145",204.830465,0.115375,0.492475,-11.857408,"A","blue"
"6146",204.863833,0.110287,0.891273,-11.100215,"A","blue"
"6147",204.896504,-0.031874,0.697486,-10.454954,"A","blue"
"6148",204.93047,-0.009428,0.238531,-10.325663,"A","blue"
"6149",204.963875,0.051627,-0.320685,-9.17416,"A","blue"
"6150",204.997097,0.008829,-0.580315,-9.014042,"A","blue"
"6151",205.03046,0.038758,-0.731305,-9.163685,"A","blue"
"6152",205.063905,0.166403,-0.722476,-9.190322,"A","blue"
"6153",205.097123,0.119714,-0.320984,-8.389133,"A","blue"
"6154",205.130465,0.022895,-0.035914,-8.847041,"A","blue"
"6155",205.163842,-0.028731,-0.082304,-9.284297,"A","blue"
"6156",205.19645,-0.026188,-0.045342,-8.447644,"A","blue"
"6157",205.230463,0.153085,-0.314849,-8.728374,"A","blue"
"6158",205.263834,0.300633,-0.420048,-9.422717,"A","blue"
"6159",205.303837,0.521955,-0.790564,-10.855997,"A","blue"
"6160",205.33046,0.241823,-0.374107,-10.341076,"A","blue"
"6161",205.363838,0.142759,-0.308863,-10.232585,"A","blue"
"6162",205.397113,0.078413,-0.334452,-10.980949,"A","blue"
"6163",205.43043,0.135876,-0.336996,-11.940011,"A","blue"
"6164",205.463796,0.321433,-0.031874,-10.823076,"A","blue"
"6165",205.497137,0.306768,0.224315,-9.94976,"A","blue"
"6166",205.530466,0.102805,0.123755,-9.623837,"A","blue"
"6167",205.563798,-0.155778,0.019304,-10.32671,"A","blue"
"6168",205.597117,-0.221023,0.097268,-9.704345,"A","blue"
"6169",205.630446,-0.227008,-0.223866,-9.653466,"A","blue"
"6170",205.663289,-0.192142,-0.296293,-9.686238,"A","blue"
"6171",205.697136,0.178973,-0.236137,-10.059448,"A","blue"
"6172",205.730391,0.370067,0.149044,-9.416881,"A","blue"
"6173",205.763795,0.338492,0.229852,-9.007009,"A","blue"
"6174",205.797172,0.164907,-0.089337,-9.396829,"A","blue"
"6175",205.830092,0.163859,-0.193937,-9.527916,"A","blue"
"6176",205.863845,0.140365,-0.326222,-9.474494,"A","blue"
"6177",205.897084,-0.012121,-0.358844,-9.063574,"A","blue"
"6178",205.930468,-0.098166,-0.48619,-9.063574,"A","blue"
"6179",205.963906,-0.23883,-0.864936,-10.126637,"A","blue"
"6180",205.997123,-0.283124,-0.663517,-9.558144,"A","blue"
"6181",206.029739,-0.281029,-0.437855,-9.40491,"A","blue"
"6182",206.063847,-0.160268,-0.362585,-9.968914,"A","blue"
"6183",206.096498,0.064496,-0.31021,-9.382164,"A","blue"
"6184",206.130471,0.219975,-0.254992,-9.408052,"A","blue"
"6185",206.163907,0.173436,-0.334153,-9.648379,"A","blue"
"6186",206.197205,0.074672,-0.343431,-9.537344,"A","blue"
"6187",206.230462,0.011672,-0.559665,-9.772433,"A","blue"
"6188",206.263239,0.032173,-0.882893,-10.099702,"A","blue"
"6189",206.296525,-0.003741,-1.184723,-10.883083,"A","blue"
"6190",206.330018,-0.021998,-1.074586,-11.17743,"A","blue"
"6191",206.363745,-0.055817,-0.367224,-10.864078,"A","blue"
"6192",206.397102,-0.148296,0.244068,-10.777285,"A","blue"
"6193",206.430438,-0.15518,0.555924,-10.723862,"A","blue"
"6194",206.463065,-0.082603,0.711552,-10.525735,"A","blue"
"6195",206.497134,-0.140066,0.125251,-9.705393,"A","blue"
"6196",206.530258,-0.249904,-0.36034,-9.404311,"A","blue"
"6197",206.563711,-0.253046,-0.832164,-9.176554,"A","blue"
"6198",206.597184,-0.275343,-0.892471,-8.988304,"A","blue"
"6199",206.629909,-0.254692,-0.803732,-8.861706,"A","blue"
"6200",206.663961,-0.239429,-0.634636,-8.447045,"A","blue"
"6201",206.697106,-0.254243,-0.602612,-8.328827,"A","blue"
"6202",206.730458,-0.153683,-0.801637,-8.642928,"A","blue"
"6203",206.763837,0.022895,-0.994377,-9.133457,"A","blue"
"6204",206.796816,0.071978,-0.674291,-9.264694,"A","blue"
"6205",206.829866,0.074073,-0.520608,-9.903221,"A","blue"
"6206",206.86391,0.232844,-0.340887,-10.94713,"A","blue"
"6207",206.89643,0.273398,0.067339,-10.25563,"A","blue"
"6208",206.929886,0.191393,0.068088,-10.117659,"A","blue"
"6209",206.963988,-0.098016,-0.300633,-11.175784,"A","blue"
"6210",206.997127,-0.21773,-0.185258,-10.726107,"A","blue"
"6211",207.030465,-0.248856,-0.052076,-9.80281,"A","blue"
"6212",207.063847,-0.369468,-0.282227,-9.299262,"A","blue"
"6213",207.096467,-0.376651,-0.71245,-9.940781,"A","blue"
"6214",207.130482,-0.350164,-1.104066,-9.499484,"A","blue"
"6215",207.163433,-0.30183,-1.217196,-9.318865,"A","blue"
"6216",207.196968,-0.248557,-1.386592,-9.42556,"A","blue"
"6217",207.230464,-0.340587,-1.296506,-9.978341,"A","blue"
"6218",207.263711,-0.263372,-1.157937,-9.842166,"A","blue"
"6219",207.29713,-0.093228,-1.048997,-9.644039,"A","blue"
"6220",207.330507,0.014366,-1.487152,-10.579607,"A","blue"
"6221",207.363555,0.06704,-1.483411,-11.077469,"A","blue"
"6222",207.39631,0.175382,-0.568045,-10.022636,"A","blue"
"6223",207.43051,0.182415,-0.330412,-9.612015,"A","blue"
"6224",207.469159,0.099812,-0.194237,-10.348558,"A","blue"
"6225",207.497103,0.013019,0.038758,-9.856981,"A","blue"
"6226",207.530459,-0.031575,-0.040853,-9.047861,"A","blue"
"6227",207.563845,-0.086494,-0.457907,-9.055793,"A","blue"
"6228",207.597182,-0.181218,-0.650498,-8.735108,"A","blue"
"6229",207.630466,-0.339989,-0.691201,-8.76758,"A","blue"
"6230",207.66386,-0.330561,-0.557719,-8.904055,"A","blue"
"6231",207.697106,-0.320984,-0.174933,-9.192566,"A","blue"
"6232",207.730464,-0.311706,0.124353,-9.548268,"A","blue"
"6233",207.763917,-0.319338,0.113729,-10.056754,"A","blue"
"6234",207.797136,-0.317692,0.032024,-10.799582,"A","blue"
"6235",207.830462,-0.147099,0.016461,-10.699022,"A","blue"
"6236",207.863833,-0.128843,-0.096819,-10.260867,"A","blue"
"6237",207.896227,-0.061503,-0.480055,-11.309415,"A","blue"
"6238",207.93047,0.034418,-0.427081,-11.33695,"A","blue"
"6239",207.963838,0.068237,-0.151439,-8.957328,"A","blue"
"6240",207.996105,0.042948,-0.254543,-9.205136,"A","blue"
"6241",208.030467,0.148446,-0.518214,-10.214328,"A","blue"
"6242",208.063837,-0.088738,-0.504746,-8.642928,"A","blue"
"6243",208.096576,-0.227457,-0.584655,-8.269269,"A","blue"
"6244",208.130086,-0.376053,-1.086557,-8.946703,"A","blue"
"6245",208.163873,-0.3563,-1.063363,-8.647417,"A","blue"
"6246",208.197024,-0.356599,-1.08566,-8.433727,"A","blue"
"6247",208.229803,-0.26412,-1.021463,-9.134954,"A","blue"
"6248",208.263909,-0.070781,-0.680127,-9.486764,"A","blue"
"6249",208.297021,-0.009577,-0.576874,-9.807,"A","blue"
"6250",208.330465,0.286866,-0.698683,-11.27395,"A","blue"
"6251",208.363943,0.38997,-0.5447,-10.9175,"A","blue"
"6252",208.396479,0.094425,-0.808521,-11.326026,"A","blue"
"6253",208.429883,-0.018406,-1.321796,-12.058678,"A","blue"
"6254",208.463874,-0.094425,-1.217495,-10.788359,"A","blue"
"6255",208.496377,-0.252298,-1.101821,-10.439691,"A","blue"
"6256",208.529959,-0.516119,-0.862542,-9.775425,"A","blue"
"6257",208.563871,-0.77096,-0.65394,-10.141303,"A","blue"
"6258",208.597699,-0.461948,-0.625956,-9.945869,"A","blue"
"6259",208.630435,-0.362884,-0.400744,-8.351274,"A","blue"
"6260",208.663862,-0.300483,-0.40673,-8.448541,"A","blue"
"6261",208.69719,-0.214289,-0.391167,-9.292827,"A","blue"
"6262",208.730462,0.007333,-0.125401,-8.434475,"A","blue"
"6263",208.763282,-0.03771,-0.27235,-8.597137,"A","blue"
"6264",208.797135,-0.079909,-0.641968,-10.36442,"A","blue"
"6265",208.830503,-0.049233,-0.430223,-10.15911,"A","blue"
"6266",208.863597,-0.060605,-0.36049,-10.04598,"A","blue"
"6267",208.897181,0.014665,-0.408076,-10.462586,"A","blue"
"6268",208.930467,-0.095921,-0.317692,-10.316684,"A","blue"
"6269",208.96384,-0.053423,-0.339689,-10.244406,"A","blue"
