"","time_tick","acc_X_value","acc_Y_value","acc_Z_value","train","color"
"9163",305.430205,-0.099961,-0.478708,-9.688633,"A","blue"
"9164",305.463848,-0.099213,-0.472123,-9.667533,"A","blue"
"9165",305.497162,-0.112681,-0.492325,-9.733376,"A","blue"
"9166",305.529719,-0.096071,-0.520458,-9.768841,"A","blue"
"9167",305.563837,-0.069584,-0.500705,-9.806252,"A","blue"
"9168",305.597123,-0.041601,-0.461798,-9.75268,"A","blue"
"9169",305.630417,-0.059408,-0.474218,-9.815679,"A","blue"
"9170",305.663948,-0.080658,-0.456561,-9.788594,"A","blue"
"9171",305.696855,-0.106695,-0.499508,-9.742205,"A","blue"
"9172",305.730845,-0.077814,-0.526743,-9.824059,"A","blue"
"9173",305.762995,-0.102056,-0.505045,-9.747592,"A","blue"
"9174",305.797174,-0.097717,-0.482,-9.649725,"A","blue"
"9175",305.830503,-0.088888,-0.523451,-9.709134,"A","blue"
"9176",305.863602,-0.114626,-0.532579,-9.808347,"A","blue"
"9177",305.897176,-0.055667,-0.49876,-9.802661,"A","blue"
"9178",305.930533,-0.046988,-0.555774,-9.765848,"A","blue"
"9179",305.963898,-0.101907,-0.472872,-9.770637,"A","blue"
"9180",305.997142,-0.095323,-0.475715,-9.820917,"A","blue"
"9181",306.03019,-0.078862,-0.476762,-9.809245,"A","blue"
"9182",306.063487,-0.073624,-0.470777,-9.738763,"A","blue"
"9183",306.097156,-0.068686,-0.492924,-9.699557,"A","blue"
"9184",306.130463,-0.082304,-0.51133,-9.701652,"A","blue"
"9185",306.163637,-0.098016,-0.51986,-9.686089,"A","blue"
"9186",306.197292,-0.080807,-0.523301,-9.881822,"A","blue"
"9187",306.230397,-0.079909,-0.457159,-9.713922,"A","blue"
"9188",306.263912,-0.085296,-0.496815,-9.722302,"A","blue"
"9189",306.297171,-0.108042,-0.49442,-9.842914,"A","blue"
"9190",306.330022,-0.101608,-0.459404,-9.818373,"A","blue"
"9191",306.363498,-0.076617,-0.474667,-9.788295,"A","blue"
"9192",306.397168,-0.083351,-0.445936,-9.728438,"A","blue"
"9193",306.43958,-0.093676,-0.490979,-9.76495,"A","blue"
"9194",306.4639,-0.106695,-0.480504,-9.793981,"A","blue"
"9195",306.497144,-0.069285,-0.507888,-9.851145,"A","blue"
"9196",306.530369,-0.084548,-0.47796,-9.697162,"A","blue"
"9197",306.563526,-0.080358,-0.426782,-9.699557,"A","blue"
"9198",306.59689,-0.077216,-0.47796,-9.736967,"A","blue"
"9199",306.630872,-0.102356,-0.514772,-9.796824,"A","blue"
"9200",306.663811,-0.09233,-0.462696,-9.789043,"A","blue"
"9201",306.697198,-0.082304,-0.454166,-9.697312,"A","blue"
"9202",306.729907,-0.133332,-0.443691,-9.770637,"A","blue"
"9203",306.76372,-0.131087,-0.474967,-9.78605,"A","blue"
"9204",306.797171,-0.094275,-0.529137,-9.761359,"A","blue"
"9205",306.830018,-0.094125,-0.483047,-9.833038,"A","blue"
"9206",306.863759,-0.114028,-0.463295,-9.743252,"A","blue"
"9207",306.897075,-0.092928,-0.497563,-9.746844,"A","blue"
"9208",306.930288,-0.072577,-0.524648,-9.744898,"A","blue"
"9209",306.963025,-0.120463,-0.577023,-9.784703,"A","blue"
"9210",306.997083,-0.10041,-0.548292,-9.780214,"A","blue"
"9211",307.030523,-0.063449,-0.496815,-9.726193,"A","blue"
"9212",307.063744,-0.126897,-0.4609,-9.788295,"A","blue"
"9213",307.097074,-0.101757,-0.453268,-9.823012,"A","blue"
"9214",307.130414,-0.126299,-0.485591,-9.734872,"A","blue"
"9215",307.163767,-0.133182,-0.520009,-9.764202,"A","blue"
"9216",307.197088,-0.139916,-0.546795,-9.747293,"A","blue"
"9217",307.230461,-0.122258,-0.577322,-9.782758,"A","blue"
"9218",307.263797,-0.119116,-0.517166,-9.745647,"A","blue"
"9219",307.2971,-0.130788,-0.496366,-9.763155,"A","blue"
"9220",307.330463,-0.099513,-0.471525,-9.730533,"A","blue"
"9221",307.363811,-0.104002,-0.474817,-9.727091,"A","blue"
"9222",307.397122,-0.10879,-0.555325,-9.776473,"A","blue"
"9223",307.430117,-0.114178,-0.537069,-9.736668,"A","blue"
"9224",307.463014,-0.111484,-0.554128,-9.75657,"A","blue"
"9225",307.49718,-0.132284,-0.53228,-9.767345,"A","blue"
"9226",307.535244,-0.110586,-0.506242,-9.760611,"A","blue"
"9227",307.562927,-0.106995,-0.474069,-9.702998,"A","blue"
"9228",307.59681,-0.111334,-0.510881,-9.728438,"A","blue"
"9229",307.629529,-0.124204,-0.543054,-9.745647,"A","blue"
"9230",307.663778,-0.122558,-0.529437,-9.730383,"A","blue"
"9231",307.69709,-0.095173,-0.535572,-9.784554,"A","blue"
"9232",307.730431,-0.120912,-0.528689,-9.746993,"A","blue"
"9233",307.763835,-0.11298,-0.501902,-9.73592,"A","blue"
"9234",307.797113,-0.150541,-0.500406,-9.778568,"A","blue"
"9235",307.830443,-0.126299,-0.49472,-9.817774,"A","blue"
"9236",307.863844,-0.082453,-0.525396,-9.645386,"A","blue"
"9237",307.897143,-0.093377,-0.549639,-9.715419,"A","blue"
"9238",307.93046,-0.123156,-0.525696,-9.672471,"A","blue"
"9239",307.963043,-0.103403,-0.540061,-9.7443,"A","blue"
"9240",307.996752,-0.091881,-0.548142,-9.824808,"A","blue"
"9241",308.03049,-0.091731,-0.528689,-9.798471,"A","blue"
"9242",308.063958,-0.108192,-0.490979,-9.75253,"A","blue"
"9243",308.097126,-0.104151,-0.510881,-9.723799,"A","blue"
"9244",308.130605,-0.122408,-0.559365,-9.769589,"A","blue"
"9245",308.163867,-0.137372,-0.527192,-9.707637,"A","blue"
"9246",308.197174,-0.125999,-0.533178,-9.767794,"A","blue"
"9247",308.230516,-0.13004,-0.510282,-9.717065,"A","blue"
"9248",308.263562,-0.095323,-0.50295,-9.690428,"A","blue"
"9249",308.297173,-0.108641,-0.493971,-9.783806,"A","blue"
"9250",308.330519,-0.117021,-0.514024,-9.802212,"A","blue"
"9251",308.36353,-0.114477,-0.505494,-9.793832,"A","blue"
"9252",308.397173,-0.089935,-0.503549,-9.728438,"A","blue"
"9253",308.430513,-0.10041,-0.502501,-9.737566,"A","blue"
"9254",308.463421,-0.099961,-0.523301,-9.755373,"A","blue"
"9255",308.497167,-0.097717,-0.55757,-9.763304,"A","blue"
"9256",308.530423,-0.084249,-0.498012,-9.7443,"A","blue"
"9257",308.563743,-0.097418,-0.464641,-9.740858,"A","blue"
"9258",308.597076,-0.103254,-0.502202,-9.71063,"A","blue"
"9259",308.630421,-0.123455,-0.506691,-9.763454,"A","blue"
"9260",308.663857,-0.105498,-0.476762,-9.839622,"A","blue"
"9261",308.697,-0.119116,-0.477062,-9.805803,"A","blue"
"9262",308.730541,-0.135277,-0.501454,-9.76944,"A","blue"
"9263",308.763842,-0.142759,-0.5447,-9.744,"A","blue"
"9264",308.797129,-0.123755,-0.535572,-9.795777,"A","blue"
"9265",308.830461,-0.126149,-0.509834,-9.738763,"A","blue"
"9266",308.863919,-0.118966,-0.502501,-9.748639,"A","blue"
"9267",308.897205,-0.084698,-0.489482,-9.771385,"A","blue"
"9268",308.930507,-0.115225,-0.518513,-9.751932,"A","blue"
"9269",308.963838,-0.123455,-0.510881,-9.73562,"A","blue"
"9270",308.997172,-0.09637,-0.504895,-9.774079,"A","blue"
"9271",309.030354,-0.102356,-0.496815,-9.77348,"A","blue"
"9272",309.063434,-0.123455,-0.49442,-9.797722,"A","blue"
"9273",309.09725,-0.089486,-0.49891,-9.766896,"A","blue"
"9274",309.130043,-0.08365,-0.479007,-9.750585,"A","blue"
"9275",309.163921,-0.097118,-0.462546,-9.768692,"A","blue"
"9276",309.196976,-0.10071,-0.470328,-9.787397,"A","blue"
"9277",309.230554,-0.097866,-0.482748,-9.754475,"A","blue"
"9278",309.263886,-0.1257,-0.497712,-9.786948,"A","blue"
"9279",309.297095,-0.097118,-0.508936,-9.765399,"A","blue"
"9280",309.330417,-0.099961,-0.542456,-9.786649,"A","blue"
"9281",309.36378,-0.104151,-0.489332,-9.816278,"A","blue"
"9282",309.397093,-0.116871,-0.505494,-9.783357,"A","blue"
"9283",309.430419,-0.108341,-0.51148,-9.739062,"A","blue"
"9284",309.4638,-0.104151,-0.505195,-9.761658,"A","blue"
"9285",309.497192,-0.097866,-0.494121,-9.772283,"A","blue"
"9286",309.530546,-0.090235,-0.518064,-9.776323,"A","blue"
"9287",309.563847,-0.118068,-0.509385,-9.794879,"A","blue"
"9288",309.597134,-0.102505,-0.543354,-9.779167,"A","blue"
"9289",309.630464,-0.110287,-0.54051,-9.807898,"A","blue"
"9290",309.663607,-0.121211,-0.520757,-9.749088,"A","blue"
"9291",309.697128,-0.112382,-0.545149,-9.763005,"A","blue"
"9292",309.730511,-0.102655,-0.533477,-9.791587,"A","blue"
"9293",309.771964,-0.116273,-0.520608,-9.767794,"A","blue"
"9294",309.797138,-0.085296,-0.503997,-9.74819,"A","blue"
"9295",309.83047,-0.084249,-0.519261,-9.762706,"A","blue"
"9296",309.863924,-0.092629,-0.504147,-9.7862,"A","blue"
"9297",309.897129,-0.106396,-0.512976,-9.797423,"A","blue"
"9298",309.930511,-0.106246,-0.534525,-9.858777,"A","blue"
"9299",309.963669,-0.080209,-0.505195,-9.712875,"A","blue"
"9300",309.997129,-0.056864,-0.502651,-9.576251,"A","blue"
"9301",310.030512,-0.034717,-0.552931,-9.651222,"A","blue"
"9302",310.063923,-0.022297,-0.600966,-9.918634,"A","blue"
"9303",310.097127,-0.017957,-0.560263,-9.726043,"A","blue"
"9304",310.129979,-0.01661,-0.618474,-9.697013,"A","blue"
"9305",310.163788,-0.050729,-0.619223,-9.726043,"A","blue"
"9306",310.197208,-0.076916,-0.48634,-9.805504,"A","blue"
"9307",310.230497,-0.017957,-0.458356,-9.826005,"A","blue"
"9308",310.263837,-0.018107,-0.477511,-9.841119,"A","blue"
"9309",310.297197,0.057912,-0.515819,-9.729934,"A","blue"
"9310",310.330039,0.120612,-0.558318,-9.762257,"A","blue"
"9311",310.363604,0.118966,-0.59498,-9.795777,"A","blue"
"9312",310.397176,0.087092,-0.583159,-9.754326,"A","blue"
"9313",310.430035,0.014216,-0.604408,-9.95784,"A","blue"
"9314",310.463611,0.112831,-0.493074,-9.929857,"A","blue"
"9315",310.497171,0.229253,-0.46928,-9.607227,"A","blue"
"9316",310.529969,0.329963,-0.583308,-9.48841,"A","blue"
"9317",310.564161,0.405682,-0.69569,-9.901724,"A","blue"
"9318",310.596809,0.469131,-0.649899,-10.071719,"A","blue"
"9319",310.630487,0.647505,-0.533477,-9.653317,"A","blue"
"9320",310.663838,0.77111,-0.49472,-9.426009,"A","blue"
"9321",310.696807,0.913421,-0.478857,-9.372287,"A","blue"
"9322",310.730589,1.160331,-0.577622,-9.901425,"A","blue"
"9323",310.763228,1.28229,-0.759887,-10.146839,"A","blue"
"9324",310.797127,1.334366,-0.718735,-9.882121,"A","blue"
"9325",310.830504,1.336461,-0.646757,-9.647032,"A","blue"
"9326",310.872265,1.213155,-0.59079,-9.544526,"A","blue"
"9327",310.897132,0.99333,-0.526893,-10.035206,"A","blue"
"9328",310.930523,0.91791,-0.506691,-9.983728,"A","blue"
"9329",310.96387,0.875411,-0.445936,-9.436484,"A","blue"
"9330",310.996813,0.806127,-0.511031,-9.669029,"A","blue"
"9331",311.02986,0.794305,-0.5031,-9.883617,"A","blue"
"9332",311.063867,0.742229,-0.508487,-9.992408,"A","blue"
"9333",311.096905,0.625956,-0.491278,-9.820169,"A","blue"
"9334",311.130325,0.453119,-0.464641,-9.662295,"A","blue"
"9335",311.163818,0.38997,-0.472722,-9.677709,"A","blue"
"9336",311.196928,0.351362,-0.515221,-9.733974,"A","blue"
"9337",311.230544,0.275642,-0.651545,-9.953201,"A","blue"
"9338",311.263849,0.217431,-0.642866,-9.692374,"A","blue"
"9339",311.297129,0.161165,-0.664265,-9.736668,"A","blue"
"9340",311.330503,0.139467,-0.639125,-9.859674,"A","blue"
"9341",311.362853,0.083052,-0.533776,-9.705692,"A","blue"
"9342",311.396703,0.210248,-0.606952,-9.873142,"A","blue"
"9343",311.43043,0.320086,-0.638526,-9.810592,"A","blue"
"9344",311.463538,0.388024,-0.634636,-9.594358,"A","blue"
"9345",311.497258,0.412266,-0.754799,-9.856382,"A","blue"
"9346",311.530356,0.466287,-0.718137,-10.090125,"A","blue"
"9347",311.563525,0.536769,-0.595579,-9.746694,"A","blue"
"9348",311.597278,0.518962,-0.652294,-9.678906,"A","blue"
"9349",311.630074,0.528389,-0.644961,-9.874938,"A","blue"
"9350",311.663833,0.505793,-0.579866,-9.748041,"A","blue"
"9351",311.697183,0.508636,-0.627004,-9.766148,"A","blue"
"9352",311.729784,0.461499,-0.703322,-9.855036,"A","blue"
"9353",311.763848,0.376053,-0.536769,-9.84471,"A","blue"
"9354",311.797176,0.348069,-0.452071,-9.736967,"A","blue"
"9355",311.830251,0.356449,-0.603061,-9.663642,"A","blue"
"9356",311.863834,0.393411,-0.678032,-9.673818,"A","blue"
"9357",311.896621,0.452371,-0.647655,-9.800266,"A","blue"
"9358",311.941951,0.525247,-0.55757,-9.808497,"A","blue"
"9359",311.963638,0.632092,-0.623413,-9.827651,"A","blue"
"9360",311.99711,0.646009,-0.669503,-9.770637,"A","blue"
"9361",312.029521,0.639125,-0.685365,-9.868952,"A","blue"
"9362",312.06384,0.619372,-0.641968,-9.669927,"A","blue"
"9363",312.097144,0.618774,-0.681624,-9.901126,"A","blue"
"9364",312.130468,0.610244,-0.612638,-9.888855,"A","blue"
"9365",312.163952,0.522703,-0.552631,-9.577897,"A","blue"
"9366",312.196705,0.506242,-0.648702,-9.579543,"A","blue"
"9367",312.230582,0.677134,-0.660674,-9.852941,"A","blue"
"9368",312.263871,0.806575,-0.572983,-9.930007,"A","blue"
"9369",312.296831,0.807623,-0.47347,-9.746245,"A","blue"
"9370",312.330509,0.80029,-0.48185,-9.7024,"A","blue"
"9371",312.363913,0.82124,-0.603959,-9.705542,"A","blue"
"9372",312.396223,0.83411,-0.623413,-9.801314,"A","blue"
"9373",312.430528,0.829172,-0.653341,-9.71048,"A","blue"
"9374",312.463911,0.80029,-0.674291,-9.917287,"A","blue"
"9375",312.496971,0.840844,-0.540211,-9.976546,"A","blue"
"9376",312.530544,0.815255,-0.442644,-9.843812,"A","blue"
"9377",312.564167,0.881846,-0.496964,-9.629823,"A","blue"
"9378",312.596561,0.944696,-0.555774,-9.558892,"A","blue"
"9379",312.630463,0.943349,-0.679678,-9.893045,"A","blue"
"9380",312.663551,0.974475,-0.624011,-10.265357,"A","blue"
"9381",312.697162,0.869426,-0.385031,-9.746844,"A","blue"
"9382",312.730468,0.981209,-0.361088,-9.355078,"A","blue"
"9383",312.763935,1.062315,-0.421544,-9.72335,"A","blue"
"9384",312.79714,1.042712,-0.46509,-9.740559,"A","blue"
"9385",312.830515,1.086408,-0.4612,-9.801463,"A","blue"
"9386",312.863801,1.095536,-0.627154,-10.08803,"A","blue"
"9387",312.89717,1.023558,-0.560263,-10.085486,"A","blue"
"9388",312.930361,0.945444,-0.494869,-9.679055,"A","blue"
"9389",312.963792,0.931677,-0.447283,-9.592711,"A","blue"
"9390",312.996585,0.967292,-0.542306,-9.636557,"A","blue"
"9391",313.032963,1.038672,-0.591539,-9.770637,"A","blue"
"9392",313.063772,1.167814,-0.657082,-9.953501,"A","blue"
"9393",313.097134,1.123968,-0.535572,-10.130379,"A","blue"
"9394",313.129696,1.091496,-0.378896,-9.786948,"A","blue"
"9395",313.163815,1.092394,-0.370217,-9.290433,"A","blue"
"9396",313.196947,1.096584,-0.483945,-9.063424,"A","blue"
"9397",313.230462,1.207619,-0.700329,-10.161953,"A","blue"
"9398",313.263318,1.285283,-0.576275,-10.245454,"A","blue"
"9399",313.296721,1.214801,-0.38967,-9.79862,"A","blue"
"9400",313.330435,1.207918,-0.371563,-9.627878,"A","blue"
"9401",313.36381,1.038821,-0.416905,-9.526719,"A","blue"
"9402",313.397083,1.092094,-0.559964,-9.63925,"A","blue"
"9403",313.429758,1.104215,-0.685365,-9.852941,"A","blue"
"9404",313.463743,1.17754,-0.49442,-10.199963,"A","blue"
"9405",313.497072,1.223481,-0.408376,-9.936741,"A","blue"
"9406",313.530412,1.18188,-0.391466,-9.61441,"A","blue"
"9407",313.563742,1.148809,-0.440399,-9.775425,"A","blue"
"9408",313.597147,1.163773,-0.495617,-9.853689,"A","blue"
"9409",313.630418,1.145816,-0.486639,-9.670825,"A","blue"
"9410",313.663384,1.087904,-0.535273,-9.819869,"A","blue"
"9411",313.697161,1.046303,-0.600368,-9.758217,"A","blue"
"9412",313.730444,1.004703,-0.577921,-9.697761,"A","blue"
"9413",313.763852,1.075933,-0.483197,-10.209091,"A","blue"
"9414",313.797125,0.976271,-0.354354,-9.712575,"A","blue"
"9415",313.830459,0.966693,-0.502202,-9.423016,"A","blue"
"9416",313.863827,0.984351,-0.617576,-9.830494,"A","blue"
"9417",313.896535,0.972679,-0.565052,-10.166742,"A","blue"
"9418",313.930465,1.007097,-0.346124,-9.51804,"A","blue"
"9419",313.963842,0.861644,-0.352259,-9.675165,"A","blue"
"9420",313.996662,0.801488,-0.370965,-9.651371,"A","blue"
"9421",314.030461,0.790115,-0.454615,-9.675165,"A","blue"
"9422",314.063466,0.795801,-0.412416,-9.863116,"A","blue"
"9423",314.096808,0.79221,-0.42349,-9.870898,"A","blue"
"9424",314.130464,0.770063,-0.407927,-9.645386,"A","blue"
"9425",314.166994,0.744025,-0.426782,-9.733974,"A","blue"
"9426",314.197121,0.692548,-0.497712,-9.827352,"A","blue"
"9427",314.230519,0.647505,-0.562059,-10.211036,"A","blue"
"9428",314.263802,0.667408,-0.51986,-9.814333,"A","blue"
"9429",314.29713,0.635983,-0.593185,-9.680552,"A","blue"
"9430",314.330507,0.473021,-0.575078,-9.692972,"A","blue"
"9431",314.363198,0.476463,-0.459553,-9.848002,"A","blue"
"9432",314.397129,0.659626,-0.550836,-10.037301,"A","blue"
"9433",314.430509,0.946192,-0.471525,-9.670975,"A","blue"
"9434",314.463045,1.185771,-0.473321,-9.604384,"A","blue"
"9435",314.497131,1.356064,-0.375903,-9.691476,"A","blue"
"9436",314.530523,1.366539,-0.361388,-9.527467,"A","blue"
"9437",314.563047,1.264932,-0.458057,-9.234616,"A","blue"
"9438",314.597133,1.362349,-0.640023,-10.032063,"A","blue"
"9439",314.63054,1.653704,-0.546646,-10.789107,"A","blue"
"9440",314.663019,1.536384,-0.363483,-10.232136,"A","blue"
"9441",314.696135,1.394373,-0.274744,-9.026014,"A","blue"
"9442",314.730459,1.459468,-0.395357,-9.531059,"A","blue"
"9443",314.763303,1.486852,-0.474218,-10.562398,"A","blue"
"9444",314.797126,1.276754,-0.556223,-9.865062,"A","blue"
"9445",314.830453,1.26568,-0.574629,-9.536895,"A","blue"
"9446",314.863796,1.188165,-0.60785,-9.837378,"A","blue"
"9447",314.89717,0.978815,-0.387126,-9.717065,"A","blue"
"9448",314.929855,0.945145,-0.37291,-9.461475,"A","blue"
"9449",314.964276,0.988691,-0.499059,-9.87,"A","blue"
"9450",314.996296,1.017422,-0.443991,-9.975199,"A","blue"
"9451",315.030431,1.09823,-0.375305,-10.148336,"A","blue"
"9452",315.063771,1.098529,-0.338193,-9.402366,"A","blue"
"9453",315.097125,1.113643,-0.348369,-8.879064,"A","blue"
"9454",315.130431,1.244431,-0.52824,-9.694768,"A","blue"
"9455",315.163921,1.258497,-0.402689,-10.149832,"A","blue"
"9456",315.197107,1.205374,-0.346274,-10.013358,"A","blue"
"9457",315.229942,1.054683,-0.33116,-9.612015,"A","blue"
"9458",315.26398,0.951879,-0.351062,-9.852192,"A","blue"
"9459",315.306395,0.941703,-0.517166,-10.002135,"A","blue"
"9460",315.330439,0.991385,-0.614584,-9.917287,"A","blue"
"9461",315.363797,0.988092,-0.622964,-10.370107,"A","blue"
"9462",315.397188,0.911326,-0.488884,-9.363159,"A","blue"
"9463",315.430459,0.925991,-0.557719,-9.3669,"A","blue"
"9464",315.463365,0.933323,-0.68297,-9.850696,"A","blue"
"9465",315.49665,1.07698,-0.548292,-10.182005,"A","blue"
"9466",315.530462,1.105562,-0.420347,-9.711229,"A","blue"
"9467",315.563808,1.129056,-0.44848,-9.799069,"A","blue"
"9468",315.597128,1.138484,-0.442494,-10.00423,"A","blue"
"9469",315.629804,1.090598,-0.428128,-9.374682,"A","blue"
"9470",315.663785,1.072042,-0.477211,-9.16159,"A","blue"
"9471",315.697072,1.113792,-0.497413,-9.352535,"A","blue"
"9472",315.730411,1.193253,-0.477062,-10.132324,"A","blue"
"9473",315.763744,1.090149,-0.23045,-9.825406,"A","blue"
"9474",315.797087,1.101671,-0.257236,-9.716317,"A","blue"
"9475",315.830053,1.002159,-0.302279,-9.640448,"A","blue"
"9476",315.863795,1.075035,-0.34358,-9.753877,"A","blue"
"9477",315.89723,1.193851,-0.362884,-9.717813,"A","blue"
"9478",315.930471,1.156291,-0.3774,-9.791288,"A","blue"
"9479",315.963793,1.116336,-0.444589,-9.720955,"A","blue"
"9480",315.997157,1.041814,-0.491278,-10.285708,"A","blue"
"9481",316.030533,1.000513,-0.390718,-10.178863,"A","blue"
"9482",316.063018,1.066505,-0.389371,-9.691326,"A","blue"
"9483",316.097229,1.081769,-0.598871,-10.258772,"A","blue"
"9484",316.129749,0.984202,-0.463295,-9.307941,"A","blue"
"9485",316.163799,1.029244,-0.581213,-9.263796,"A","blue"
"9486",316.19725,0.913121,-0.588995,-9.406256,"A","blue"
"9487",316.230795,1.011886,-0.486489,-10.053462,"A","blue"
"9488",316.263801,1.086707,-0.476164,-10.069175,"A","blue"
"9489",316.297162,1.073239,-0.346723,-9.714371,"A","blue"
"9490",316.341043,1.180234,-0.279383,-9.917736,"A","blue"
"9491",316.363779,1.203728,-0.309162,-9.896487,"A","blue"
"9492",316.397129,1.028945,-0.394459,-9.640896,"A","blue"
"9493",316.430469,0.937064,-0.48634,-9.33338,"A","blue"
"9494",316.463795,1.066356,-0.726217,-10.010963,"A","blue"
"9495",316.496825,0.882145,-0.430223,-9.988816,"A","blue"
"9496",316.530016,0.969836,-0.374107,-10.018895,"A","blue"
"9497",316.562921,0.927786,-0.337445,-10.311746,"A","blue"
"9498",316.59721,0.835606,-0.322032,-9.79024,"A","blue"
"9499",316.630354,0.913869,-0.352708,-9.282951,"A","blue"
"9500",316.663804,1.046752,-0.471375,-9.845159,"A","blue"
"9501",316.697402,1.107807,-0.4193,-10.149982,"A","blue"
"9502",316.730138,1.013083,-0.236585,-9.930306,"A","blue"
"9503",316.763365,0.871969,-0.109988,-9.511455,"A","blue"
"9504",316.797164,0.839796,-0.205011,-9.544078,"A","blue"
"9505",316.83015,0.793407,-0.317542,-9.676661,"A","blue"
"9506",316.863791,0.879452,-0.434862,-9.355976,"A","blue"
"9507",316.896805,0.916713,-0.563855,-9.752231,"A","blue"
"9508",316.93014,0.944696,-0.568643,-9.87,"A","blue"
"9509",316.963801,0.969537,-0.43187,-10.198017,"A","blue"
"9510",316.997141,0.954123,-0.36872,-9.76106,"A","blue"
"9511",317.03064,0.867331,-0.353008,-9.526569,"A","blue"
"9512",317.063012,0.856407,-0.534974,-9.9538,"A","blue"
"9513",317.09677,0.978964,-0.495318,-10.049571,"A","blue"
"9514",317.130636,1.214652,-0.751208,-10.620609,"A","blue"
"9515",317.163439,1.182927,-0.752105,-10.155818,"A","blue"
"9516",317.196874,1.012484,-0.682222,-9.503824,"A","blue"
"9517",317.23048,1.047201,-0.873167,-10.372202,"A","blue"
"9518",317.26351,0.998418,-0.874962,-10.044633,"A","blue"
"9519",317.296619,0.96834,-0.771709,-9.233718,"A","blue"
"9520",317.330536,1.084462,-0.812561,-9.62698,"A","blue"
"9521",317.365265,1.151951,-0.72068,-10.413653,"A","blue"
"9522",317.397128,1.075334,-0.358993,-9.784703,"A","blue"
"9523",317.430461,1.04795,-0.388473,-9.526569,"A","blue"
"9524",317.470801,1.025054,-0.500256,-9.470154,"A","blue"
"9525",317.497099,0.952926,-0.459404,-9.726492,"A","blue"
"9526",317.530496,0.954273,-0.344478,-9.81119,"A","blue"
"9527",317.563901,1.004403,-0.355103,-9.474045,"A","blue"
"9528",317.597204,1.007845,-0.468083,-9.336972,"A","blue"
"9529",317.629872,1.063662,-0.370217,-10.039096,"A","blue"
"9530",317.663746,1.017273,-0.320086,-9.708236,"A","blue"
"9531",317.696682,1.045855,-0.332058,-9.508462,"A","blue"
"9532",317.730425,1.067553,-0.362585,-10.589782,"A","blue"
"9533",317.763494,0.932874,-0.347321,-10.165096,"A","blue"
"9534",317.797121,0.865984,-0.456261,-9.71497,"A","blue"
"9535",317.830405,0.820792,-0.503249,-9.572659,"A","blue"
"9536",317.864006,0.80029,-0.527192,-9.422867,"A","blue"
"9537",317.897131,0.874663,-0.441147,-9.646433,"A","blue"
"9538",317.930421,0.898606,-0.484394,-9.675314,"A","blue"
"9539",317.963793,0.910727,-0.465539,-9.317817,"A","blue"
"9540",317.997207,0.932575,-0.375005,-9.898881,"A","blue"
"9541",318.02995,0.866882,-0.335799,-10.147887,"A","blue"
"9542",318.063795,0.817499,-0.349416,-9.294922,"A","blue"
"9543",318.097255,0.822438,-0.564004,-9.581638,"A","blue"
"9544",318.13005,0.80029,-0.744174,-10.558357,"A","blue"
"9545",318.163787,0.874513,-0.808072,-10.291993,"A","blue"
"9546",318.19721,0.794903,-0.620719,-9.286243,"A","blue"
"9547",318.231079,0.735944,-0.781136,-9.242697,"A","blue"
"9548",318.263958,0.735196,-0.82154,-10.231088,"A","blue"
"9549",318.29737,0.722177,-0.525546,-10.027275,"A","blue"
"9550",318.330517,0.679978,-0.458805,-9.356126,"A","blue"
"9551",318.363795,0.669203,-0.673842,-10.289599,"A","blue"
"9552",318.396535,0.650498,-0.386079,-9.627429,"A","blue"
"9553",318.430458,0.667707,-0.473321,-9.554553,"A","blue"
"9554",318.463871,0.672046,-0.719483,-10.153274,"A","blue"
"9555",318.496915,0.682222,-0.58271,-9.972356,"A","blue"
"9556",318.529629,0.644213,-0.626854,-9.808796,"A","blue"
"9557",318.563503,0.617576,-0.49861,-9.650174,"A","blue"
"9558",318.603503,0.592885,-0.443392,-9.587474,"A","blue"
"9559",318.630438,0.581363,-0.4612,-9.803858,"A","blue"
"9560",318.663792,0.600368,-0.377998,-9.69791,"A","blue"
"9561",318.697174,0.647056,-0.470627,-9.413738,"A","blue"
"9562",318.730478,0.632092,-0.567596,-9.761958,"A","blue"
"9563",318.763743,0.619971,-0.497862,-10.075609,"A","blue"
"9564",318.797121,0.699281,-0.337594,-10.179312,"A","blue"
"9565",318.830498,0.684467,-0.234341,-10.138609,"A","blue"
"9566",318.863829,0.602612,-0.310958,-9.327245,"A","blue"
"9567",318.897141,0.58256,-0.432169,-9.392938,"A","blue"
"9568",318.930468,0.638227,-0.564304,-9.765549,"A","blue"
"9569",318.963862,0.613985,-0.599919,-9.715868,"A","blue"
"9570",318.996511,0.545897,-0.530784,-9.444864,"A","blue"
"9571",319.029435,0.701676,-0.464941,-10.16315,"A","blue"
"9572",319.063916,0.649301,-0.364979,-9.692074,"A","blue"
"9573",319.096628,0.560712,-0.324576,-8.934432,"A","blue"
"9574",319.129884,0.440998,-0.349865,-9.775575,"A","blue"
"9575",319.16388,0.525097,-0.336996,-10.541747,"A","blue"
"9576",319.196498,0.590042,-0.286417,-9.777371,"A","blue"
"9577",319.230474,0.485891,-0.333255,-9.16159,"A","blue"
"9578",319.263942,0.453568,-0.354504,-9.252573,"A","blue"
"9579",319.296299,0.443542,-0.447582,-9.834385,"A","blue"
"9580",319.330465,0.510133,-0.570439,-10.121999,"A","blue"
