time_tick,acc_X_value,acc_Y_value,acc_Z_value
10.180976,0.104301,-2.292231,-9.862218
10.214376,0.101009,-2.238359,-10.146989
10.247702,0.161465,-2.233720,-9.883168
10.280965,0.222519,-2.204390,-9.816577
10.314286,0.091581,-2.618602,-9.568170
10.347641,0.163260,-2.513253,-9.576251
10.381159,0.207854,-2.532707,-9.743851
10.414298,0.240177,-2.505023,-9.717514
10.447789,0.213690,-2.268138,-9.618001
10.481009,0.244816,-2.506968,-9.397427
10.520513,0.243170,-2.555004,-9.683245
10.547626,0.227158,-2.553956,-9.260205
10.581026,0.019304,-2.497690,-8.885050
10.614383,0.180469,-2.535849,-9.398774
10.647682,0.215486,-2.658856,-9.454441
10.681020,0.456261,-2.337423,-9.394435
10.714289,0.267711,-2.287442,-9.287440
10.747670,0.181667,-2.354931,-9.325449
10.780943,0.057463,-2.272029,-9.328741
10.814343,0.071380,-2.614711,-9.798919
10.847704,0.292702,-2.081982,-9.663942
10.881113,0.199923,-2.330390,-9.674566
10.914361,0.125401,-2.216811,-9.599745
10.947853,0.036962,-2.477788,-9.761509
10.981062,0.192142,-1.906601,-9.751034
11.014274,0.011971,-2.481529,-9.412691
11.047678,0.184061,-2.114904,-9.533752
11.081056,0.264718,-1.975736,-9.807000
11.114276,0.288212,-2.249433,-9.640148
11.148187,0.321433,-2.208431,-9.607227
11.181075,0.234341,-2.137051,-9.317368
11.214302,0.262623,-2.073153,-9.412841
11.247678,0.379943,-2.021527,-9.520284
11.281023,0.245414,-2.242400,-9.155155
11.314406,0.323378,-2.095600,-9.271877
11.347711,0.220574,-2.077942,-9.533004
11.381006,0.167600,-2.477189,-10.160756
11.414587,0.117170,-2.742656,-9.886610
11.447714,0.070631,-2.988819,-9.591664
11.481102,0.226260,-2.488113,-9.643440
11.514343,0.163260,-2.651673,-9.788444
11.547756,0.194536,-2.299264,-10.084737
11.581116,0.027385,-2.544080,-9.845608
11.614686,0.106097,-2.649279,-9.426309
11.647590,0.305571,-2.431249,-9.716317
11.680977,0.130788,-2.504724,-9.523876
11.714278,0.024541,-2.593163,-9.376777
11.747710,0.110287,-2.452947,-9.395931
11.780952,0.225512,-2.385009,-9.798171
11.814723,0.071978,-2.476890,-9.216808
11.847640,0.142161,-2.422420,-9.148870
11.881078,0.188251,-2.461626,-9.093652
11.914488,0.174933,-2.461028,-9.164134
11.947696,0.160866,-2.336525,-9.300758
11.981009,0.078712,-2.278314,-9.392938
12.014550,0.244367,-2.301209,-9.711827
12.047756,0.294797,-2.377826,-9.574305
12.080985,0.290756,-2.219953,-9.474494
12.114303,0.289709,-2.411646,-9.462522
12.147768,0.335350,-2.273974,-9.835732
12.180992,0.075570,-2.118196,-9.416731
12.214500,0.229852,-2.026165,-9.536146
12.247638,0.296143,-2.124631,-9.638502
12.281059,0.206807,-2.172217,-9.632516
12.314311,0.161465,-2.168027,-9.751782
12.347640,0.151888,-2.156505,-9.732029
12.381052,0.196332,-2.084975,-9.836779
12.414387,0.215336,-2.051306,-9.750136
12.447669,0.259780,-2.080486,-9.606628
12.481128,0.271003,-1.971247,-9.784703
12.514301,0.262623,-2.305100,-9.780513
12.547607,0.137821,-2.075847,-9.762556
12.581021,0.141862,-2.158600,-9.446510
12.614316,0.165355,-2.365256,-9.339815
12.647751,0.257536,-2.352537,-9.348195
12.681337,0.277288,-2.371242,-9.154856
12.714359,0.290307,-2.296870,-9.378423
12.747629,0.266215,-2.558146,-9.156802
12.781051,0.189149,-2.481080,-9.175956
12.814460,0.213391,-2.293278,-9.352535
12.847672,0.274595,-2.500534,-9.371689
12.880941,0.285519,-2.416883,-9.354929
12.914672,0.194835,-2.562187,-9.597949
12.947817,0.198127,-2.221898,-9.411344
12.981032,0.170743,-2.239556,-9.552607
13.014944,0.056864,-2.648381,-9.666485
13.047740,0.215635,-2.452498,-9.504721
13.081009,0.267113,-2.281307,-9.777969
13.114367,0.177925,-2.292530,-9.541085
13.147810,0.202916,-2.217409,-9.488859
13.181048,0.216084,-2.113407,-9.408950
13.214258,0.218778,-2.270682,-9.589120
13.247668,0.247210,-2.298067,-9.604084
13.281541,0.212942,-2.428406,-9.541833
13.314345,0.242871,-2.351190,-9.531807
13.347633,0.233293,-2.388301,-9.522828
13.381052,0.218778,-2.341463,-9.523876
13.414255,0.260079,-2.236264,-9.749986
13.447706,0.318739,-2.152315,-9.516543
13.481133,0.339989,-2.303903,-9.736069
13.514294,0.383236,-2.291482,-9.345052
13.547794,0.176130,-2.242998,-9.033645
13.580975,0.253196,-2.347599,-9.642243
13.614435,0.346274,-2.323506,-9.872843
13.647704,0.333105,-2.441425,-9.465365
13.680921,0.216084,-2.443520,-9.183288
13.714364,0.124054,-2.411945,-9.478085
13.747857,-0.057164,-2.281157,-9.303901
13.781055,0.004938,-2.280409,-9.244193
13.814293,0.228505,-2.172816,-9.453544
13.847750,0.043845,-2.419427,-9.638353
13.887840,0.262773,-1.901962,-9.192866
13.914310,0.319188,-1.892983,-9.621144
13.947630,0.144106,-2.451451,-9.292827
13.981025,0.222968,-2.435140,-9.078688
14.014428,0.124054,-2.607528,-9.272027
14.047682,0.199025,-2.558445,-10.015902
14.081008,0.262773,-2.414190,-9.782608
14.114498,0.140964,-2.427658,-9.276815
14.148051,0.160417,-2.549018,-9.664390
14.181134,0.201120,-2.487215,-9.492750
14.214442,0.054021,-2.387853,-9.336223
14.248260,0.169845,-2.168027,-9.573258
14.281024,0.223417,-1.856470,-9.144381
14.314395,0.100111,-2.157253,-9.536146
14.347781,0.182714,-1.872482,-9.666485
14.381145,0.180320,-2.308691,-9.604982
14.414300,0.297789,-2.220701,-9.680552
14.448035,0.208602,-2.560690,-9.773630
14.481038,0.279084,-2.918636,-9.881822
14.514317,0.307367,-2.629227,-9.730084
14.548108,0.214887,-2.505771,-9.997645
14.581017,0.163260,-2.431848,-9.596453
14.614291,0.324127,-2.468660,-9.729934
14.647673,0.405383,-2.246141,-9.629075
14.680932,0.334003,-2.058339,-9.544377
14.714348,0.163859,-1.965560,-9.333979
14.747758,0.202766,-2.072405,-9.406705
14.781300,0.292253,-2.128372,-9.530610
14.814311,0.212343,-2.165633,-9.272775
14.847678,0.168199,-2.150968,-9.301806
14.881045,0.201868,-2.236115,-9.423765
14.920385,0.288212,-2.206485,-9.487064
14.947632,0.149942,-2.382166,-9.311682
