time_tick,lac_X_value,lac_Y_value,lac_Z_value
232.968062,0.286481,-0.055908,-0.341909
232.998084,0.476193,0.085470,0.214261
233.028106,0.121509,0.378610,1.485249
233.058130,-0.005079,0.410081,0.954921
233.088152,0.125614,0.415071,0.043446
233.118174,0.359404,0.206949,0.831304
233.148198,0.085318,0.208266,1.929598
233.188207,-0.357283,0.181903,0.482704
233.238263,-0.008922,0.123042,0.894569
233.248272,0.068432,0.061449,1.352045
233.298308,0.373806,-0.602395,0.847633
233.328330,0.069240,-0.592280,-0.460494
233.358353,-0.004098,-0.389481,0.306929
233.388375,0.014092,-0.664839,0.914864
233.418399,0.110696,-0.492170,-0.566757
233.448420,0.060262,0.032472,-1.657113
233.498451,0.004003,0.741896,-0.183413
233.538486,0.058072,0.161631,-0.162141
233.568485,0.140419,0.030101,-1.430234
233.598514,0.143972,0.295843,-0.521552
233.628544,0.084428,-0.193254,1.499244
233.658557,0.173321,-0.763387,-0.054273
233.688590,0.262075,-0.269471,-1.496565
233.718601,0.180469,0.460189,-0.265602
233.758639,-0.352386,0.401809,1.035540
233.778658,-0.510930,0.270665,0.608960
233.828706,0.032914,0.037982,-0.213870
233.858729,0.244844,-0.070650,1.232209
233.898757,0.051683,-0.734334,1.685066
233.918773,0.077540,-0.774432,0.860518
233.958801,0.329959,-0.747605,1.495802
233.988823,0.618226,-1.193093,1.427189
234.028845,0.056308,-1.491498,-0.251824
234.058874,-0.127390,-0.638148,0.550183
234.088873,-0.008243,0.606285,-0.004706
234.138936,0.177034,1.497598,-2.055459
234.168932,0.028203,1.025599,-1.542176
234.198979,-0.048853,0.428460,-0.210839
234.229003,0.035896,-0.261178,-0.102777
234.259026,0.270438,-0.279990,-1.346945
234.289048,0.275476,0.160339,-1.163001
234.329079,-0.013183,0.114813,-0.248965
234.359101,-0.033489,-0.259515,0.017587
234.399132,0.096249,-0.089872,-0.083261
234.429155,0.226271,0.226474,0.535642
234.459177,0.034880,0.204030,0.572967
234.489199,-0.025628,0.031499,0.420943
234.529204,0.190528,0.576057,1.107545
234.559242,0.378173,0.551651,1.316285
234.599280,0.150491,-0.655491,-0.340124
234.629303,0.009083,-0.686118,-0.208649
234.659326,-0.059240,-0.596532,1.504178
234.689348,-0.015662,-0.049704,0.436184
234.739357,0.148857,0.866330,-1.724222
234.759382,0.053527,1.106308,-1.042908
234.789405,-0.086249,0.511975,1.086325
234.829441,-0.119070,-0.436518,0.101717
234.859470,0.100116,-0.668444,-1.030273
234.889497,0.320195,-0.537630,-0.137983
234.929527,0.133193,-0.196291,0.687245
234.969558,0.194215,0.478394,0.078340
234.989572,0.414744,0.869630,0.137166
235.029603,0.448809,1.529628,-0.378939
235.059625,0.219563,1.259395,-0.668725
235.099653,0.098667,-0.015282,0.586304
235.119669,0.217016,-0.252933,0.420771
235.159699,0.042538,-0.124598,-0.862691
235.189706,-0.109634,0.448651,-0.180078
235.219742,-0.285749,0.693579,0.080035
235.249766,-0.047147,0.643582,-0.414097
235.289771,0.283363,-0.101599,-0.297190
235.339833,0.093367,-0.418733,-0.492381
235.359849,0.122652,-0.153879,-0.127617
235.389872,0.396316,0.374664,0.581693
235.419894,0.593841,0.455912,-0.252881
235.459922,0.267224,-0.116053,-0.539843
235.489945,0.110297,-0.172144,1.022645
235.519968,0.083830,-0.267816,1.532544
235.549991,0.075630,-0.460725,-0.156672
235.600013,-0.049112,0.086587,0.971900
235.630044,-0.070387,-0.307100,0.591482
235.660073,-0.050745,-0.248858,-0.250986
235.690071,0.062425,-0.085908,0.381951
235.720099,0.061077,0.074167,0.438092
235.760131,-0.094017,-0.147175,-0.572302
235.790169,-0.079433,0.013537,-1.044839
235.820192,0.011320,0.347614,0.329118
235.860222,0.249045,0.182954,-0.831740
235.880223,0.226253,0.339274,-1.409925
235.930275,0.182386,0.509559,0.010002
235.970304,0.406789,-0.174030,0.205412
235.990320,0.448016,-0.121656,-0.322233
236.030348,0.336732,0.100937,0.088729
236.060371,0.178588,0.415002,0.096014
236.090394,0.208022,0.392058,0.572648
236.130407,0.229511,-0.615168,-0.147114
236.150439,-0.053141,-0.508014,-0.041292
236.190467,-0.423438,0.024709,0.647202
236.240483,-0.164968,-0.181586,-0.120314
236.270511,-0.033587,-0.372381,0.475572
236.300551,-0.085207,0.079692,0.368479
236.330573,-0.169071,0.435059,-0.140259
236.350589,-0.159078,0.400206,-0.146505
236.400626,0.552008,0.222611,0.558235
236.430649,0.718074,-0.374195,0.620100
236.460671,0.440182,-0.606857,-0.830923
236.490667,0.092855,0.135217,-0.624009
236.530725,0.140730,0.215842,1.116790
236.560730,0.224215,-0.581547,-0.309845
236.590767,0.094605,-0.759537,-1.566653
236.620766,-0.069837,-0.281471,-0.624236
236.660801,-0.190171,-0.381629,1.312319
236.690830,-0.161305,-0.721054,-0.780948
236.720859,0.045628,-0.491064,-1.581540
236.750882,0.105753,-0.158382,0.097497
236.790918,-0.191368,-0.220522,0.380218
236.830946,-0.096156,0.082375,-1.054893
236.860965,0.527825,0.457248,0.404155
236.890968,0.856619,0.138641,1.447661
236.921016,0.435857,-0.176648,-0.052977
236.961045,0.163790,0.215392,0.097301
236.991067,0.242894,0.440250,2.220659
237.021089,0.028810,-0.376455,1.456207
237.061099,-0.135352,-0.274104,-0.316885
237.091133,-0.053078,0.107818,1.373617
237.121160,-0.049503,-0.209623,1.143618
237.161195,-0.063504,-0.485708,-0.468452
237.191219,0.030966,-0.410278,-0.611293
237.221240,0.022031,-0.346995,-0.984085
237.251263,-0.058135,-0.287719,-1.467355
237.291228,0.111171,-0.219451,-0.862065
237.331242,0.194215,-0.351980,-1.625260
237.361282,0.144304,-0.449486,-0.907668
237.391305,0.089609,-0.259005,0.545309
237.431336,0.031153,-0.070878,0.341524
237.461358,0.054262,0.782129,-0.592879
237.491380,0.129585,1.338268,1.675059
237.521402,0.258821,0.872363,2.811772
237.551426,0.098650,0.247932,0.945511
237.591455,-0.123269,0.798589,0.660224
237.631484,-0.062246,0.275783,1.933829
237.651497,-0.008899,0.016612,0.787678
237.691529,-0.162051,-0.245725,0.217506
237.731544,-0.144471,-0.582603,0.032140
237.761572,-0.068432,-0.859962,-0.396126
237.791603,0.208135,-0.986303,-0.638399
237.821621,0.465185,-1.051516,-1.192284
237.861636,0.268668,-0.600314,-1.549669
237.891665,0.101313,-0.355038,0.341459
237.921694,0.191514,-0.361367,0.135058
237.951724,0.074225,-0.372790,-1.357124
237.991754,-0.093535,0.222570,-0.339444
238.031787,0.006600,0.157720,1.584300
238.061805,-0.016078,-0.452346,-0.097870
238.091803,-0.037835,-0.099527,-1.327451
238.121852,0.016924,0.556912,0.746060
238.161868,0.091276,0.108849,1.618454
238.191903,0.154516,-0.276001,-0.658734
238.221926,0.378013,0.651718,-0.306499
238.261957,0.116925,0.506841,0.940382
238.291979,-0.074626,-0.094959,-0.147672
238.332009,0.329547,-0.026741,0.183341
238.362032,0.282285,-0.027664,0.353483
238.402060,-0.254095,-0.183200,-0.396444
238.422077,-0.378995,-0.245043,0.103145
238.452099,-0.050834,-0.284520,0.972376
238.502110,0.474404,-0.639674,-1.188041
238.532145,0.204113,-0.109273,-1.629301
238.562171,0.162028,0.481347,1.312158
238.592198,0.279912,-0.165389,2.072672
238.622218,0.313182,-0.704153,-1.120348
238.662256,0.489021,0.137713,-0.593344
238.702254,0.070679,0.341355,2.083872
238.722302,-0.214160,0.003696,1.133946
238.752323,-0.220194,-0.084551,-0.739747
238.792330,0.181321,0.070277,0.177169
238.832383,-0.110335,-0.312494,0.786676
238.862401,-0.344113,-0.166896,-0.652587
238.892427,-0.186512,0.208026,-0.472056
238.932459,0.097361,-0.487754,0.126006
238.962481,0.010998,-0.468848,-1.058200
239.002510,-0.151838,-0.162516,-0.066222
239.022527,-0.030431,-0.092574,0.655631
239.052549,0.124996,-0.450464,-0.032916
239.092555,0.273163,-0.513833,-1.375108
239.132608,0.150227,-0.170159,1.446326
239.152621,-0.005623,-0.202259,1.724091
239.182620,-0.133339,-0.173216,-0.040381
239.222675,0.084209,0.307764,0.705108
239.262680,0.132627,-0.110180,2.189864
239.292720,-0.145503,-0.271717,1.035164
239.322734,-0.147165,0.022524,1.424582
239.362779,0.157925,0.275961,0.907971
239.392802,0.100534,0.089675,-0.349340
239.422824,0.161642,0.120883,0.114026
239.462849,-0.175044,0.227531,0.150243
239.492878,0.083694,0.110376,-1.434137
239.522900,0.521127,-0.042441,-1.836043
239.562903,0.370212,-0.176565,0.291017
239.592953,-0.011099,-0.111427,0.315953
239.622976,-0.193970,-0.180491,-1.263571
239.663005,0.070544,-0.005033,-0.284319
239.703007,0.293763,-0.095197,0.505469
239.733037,0.072828,-0.055182,-0.889173
239.763072,0.087232,-0.002960,-0.411495
239.793095,0.144181,0.045017,1.191614
239.833133,0.028081,0.223677,0.280244
239.863156,0.050569,0.144847,-0.236093
239.893178,0.343410,0.330033,0.185518
239.933206,-0.121125,0.570350,0.455732
239.963229,-0.405681,0.557009,0.572700
239.993250,-0.378422,0.445220,0.369815
240.023274,-0.077773,0.450665,0.183691
240.053296,0.276097,0.097372,0.061927
240.083318,0.186567,-0.096208,-0.207720
240.133351,-0.141373,-0.116588,0.909844
240.163359,0.245140,-0.296835,0.283785
240.193395,0.681039,-0.580392,-0.657606
240.233432,0.469966,-0.359553,0.524638
240.253430,0.075105,-0.437122,1.158718
240.293460,-0.149193,-0.057208,-0.057578
240.333507,0.439017,0.032605,-0.721112
240.363529,0.295515,0.085621,0.451778
240.393537,-0.109038,-0.226321,0.625330
240.423574,-0.204710,-0.351754,-0.268824
240.463605,-0.041925,-0.084168,-0.141333
240.493627,-0.185503,0.057928,-0.296716
240.533656,-0.504601,0.072623,-0.208877
240.563678,-0.365272,-0.181431,0.617969
240.603709,0.251807,0.139179,-0.142979
240.633732,0.222073,0.272117,-0.713672
240.663738,-0.014479,0.027242,0.447303
240.693775,-0.009932,-0.322539,2.185383
240.723774,0.288547,-0.497531,0.702537
240.753820,0.325113,0.046900,-1.257557
240.803857,-0.009417,0.807130,1.458442
240.833865,-0.083781,0.482354,0.892452
240.863902,0.024809,-0.007032,-0.715711
240.893926,0.224450,-0.301413,-0.835171
240.923948,0.069435,-0.055970,0.403282
240.963963,-0.276516,-0.231729,0.472082
240.993992,-0.288057,-0.453502,0.100610
241.024022,-0.052191,-0.532453,0.575138
241.064055,0.026703,-0.316577,0.853301
241.084050,-0.064565,-0.111471,0.050845
241.134103,-0.072634,0.703866,0.001532
241.164116,0.238828,0.856129,1.203677
241.194126,0.595835,0.631066,0.559026
241.234166,0.281499,0.536340,-1.777497
241.264203,0.158705,0.794738,0.106288
241.284218,0.305812,0.623944,1.364905
241.324249,0.470838,-0.207781,-0.033626
241.354272,0.112549,-0.337339,-0.975636
241.384294,-0.102234,0.143960,0.542743
241.434328,-0.058172,0.314800,0.285432
241.464330,0.155999,-0.037744,-0.446349
241.494357,-0.004252,-0.141247,-0.417333
241.524386,-0.217770,-0.366612,0.049161
241.574415,-0.073073,-0.217703,-0.086961
241.584421,-0.007230,-0.245497,-0.161558
241.614467,0.133156,-0.193671,-0.314771
241.664498,-0.147656,-0.028159,0.268032
241.704533,0.125310,-0.058352,-0.123404
241.734555,0.479648,0.244849,-0.132650
241.764577,0.391366,0.090602,0.777639
241.794600,0.180420,0.192404,1.153520
241.824622,0.112211,-0.186870,0.380729
241.854645,0.187398,-0.589588,-0.191862
241.884667,0.034127,-0.308749,0.747275
241.914690,-0.150672,0.127903,0.918730
241.954713,-0.210673,0.143587,-0.750239
241.984746,-0.112277,0.306502,-0.494316
242.014745,-0.093755,0.140688,1.063325
242.064803,-0.314004,0.009833,-0.572865
242.094821,-0.258229,0.134555,-0.274162
242.124827,0.078793,0.552579,0.633382
242.154870,0.569726,0.496613,0.710574
242.184892,0.572586,0.200992,-0.875990
242.224919,0.117578,0.824727,-0.844562
242.254856,0.262351,1.070811,1.627976
242.284878,0.685930,0.033915,1.238698
242.314901,0.647363,-0.400153,-0.789727
242.364938,0.175912,0.140269,1.288665
242.394960,-0.150769,0.040295,2.057213
242.424982,-0.241943,-0.080567,-0.510276
242.455004,-0.141714,0.074247,-0.982354
242.495036,-0.182031,0.069404,1.098474
242.525058,-0.462382,-0.170899,0.234711
242.565064,-0.195621,0.101830,-1.510408
242.605107,0.126330,0.206968,-1.563755
242.635136,0.138466,0.084247,-0.455183
242.665156,0.134709,-0.206347,-0.469032
242.695164,0.230087,-0.321099,-0.543972
242.725193,0.370504,-0.313638,-0.872251
242.755223,0.206582,0.183906,-0.999635
242.785252,-0.046235,0.368185,0.367815
242.815274,-0.028124,0.130722,1.548747
242.845297,0.222644,0.090088,0.349851
242.905342,0.045428,0.408225,1.222631
242.935365,-0.148437,0.208601,2.407459
242.965386,-0.187491,0.372876,0.694480
242.975367,-0.115175,0.417519,0.330070
243.035432,0.037109,0.272611,1.628397
243.065436,-0.182322,0.099447,0.335086
243.095465,-0.391390,0.193580,-0.748549
243.115498,-0.450739,0.149092,-0.571581
243.165537,0.104623,-0.045967,-0.271682
243.185532,0.254206,0.080384,-1.264570
243.225584,0.247015,0.055874,-1.003662
243.245597,0.302666,-0.284301,-0.495739
243.295634,0.364342,-0.453244,-0.671794
243.325656,0.428655,-0.537712,-0.378284
243.355657,0.312165,-0.478139,0.255130
243.395710,-0.098589,-0.036464,-0.055901
243.425726,-0.136573,0.275999,0.055998
243.465763,-0.025155,0.261171,0.029504
243.485778,-0.143600,0.276952,-0.275568
243.535800,-0.120434,0.422641,1.098382
243.565832,0.239892,0.245658,1.270691
243.595838,0.306838,0.392951,-0.491570
243.625860,-0.019876,0.606638,-0.939071
243.655888,-0.172540,0.373722,1.133377
243.695935,-0.245263,-0.369442,-0.238897
243.725957,-0.195033,0.093761,-1.157870
243.765983,-0.140663,0.228513,0.035674
243.795998,-0.140296,-0.424669,0.408918
243.836039,-0.038935,-0.547399,-1.297076
243.866062,0.186740,-0.613780,-0.212482
243.896084,0.425588,-0.821249,0.630708
243.926106,0.514175,-0.763146,0.124918
243.956129,0.455041,-0.161576,-0.457593
243.986151,0.269624,0.593588,0.332179
244.016173,0.096664,0.797984,1.213413
244.046177,-0.031303,0.573638,0.999880
244.086218,-0.165686,0.243882,-0.037946
244.116248,-0.220679,0.371049,0.484346
244.146246,-0.279429,0.235224,1.346421
244.196309,-0.363155,0.604977,-0.988517
244.226331,-0.211827,0.448134,-0.449984
244.256354,-0.046409,-0.051189,-0.130887
244.286376,0.033146,-0.081116,-0.944268
244.316400,0.203188,-0.069875,-0.988928
244.356429,0.654921,-0.609120,-0.227799
244.386452,0.516414,-0.113445,-1.122373
244.416475,0.090437,0.248626,-0.201708
244.466511,0.142219,0.279218,0.440580
244.476520,0.080655,0.347225,0.404248
244.526531,0.129902,-0.412795,0.725008
244.556565,-0.023483,-0.822034,1.233701
244.596609,-0.246082,-0.529669,-0.439884
244.626632,-0.219150,-0.008120,0.808934
244.656655,0.043312,0.101313,1.444015
244.706669,-0.236197,0.266642,-1.502824
244.736697,-0.302333,0.132735,-1.472818
244.766728,-0.400970,-0.267970,1.141892
244.796751,-0.305383,0.036615,0.499308
244.826781,-0.252505,0.984675,-1.008386
244.856804,-0.155305,0.981075,-1.579183
244.886826,0.041491,0.421104,-0.573362
244.916849,0.118628,-0.554928,-0.112560
244.946871,0.299678,-0.400313,0.096679
244.996895,0.933109,0.733802,0.122627
245.036938,0.743846,1.118069,-0.444844
245.066961,0.559155,0.206699,0.985301
245.096983,0.308726,-0.152988,1.983190
245.127007,-0.075157,0.111180,0.200216
245.157029,-0.211084,1.115381,-0.305105
245.187051,-0.041216,0.938953,1.421235
245.217074,0.040448,-0.423008,0.788361
245.257086,-0.216721,-0.984708,-0.988801
245.287126,-0.329794,-0.502925,-0.502386
245.317150,-0.378585,-0.110378,0.935531
245.367186,-0.167127,-0.268512,-1.984993
245.397209,-0.057845,-0.285304,-1.791556
245.427232,0.135902,-0.746353,-0.171608
245.457254,0.253305,-0.916934,-0.141729
245.487269,0.174398,-0.356329,-0.837651
245.517277,0.212653,0.426233,-0.053571
245.557329,0.388950,1.029654,2.026986
245.587353,0.162094,1.225963,1.190122
245.637390,-0.201590,0.913907,-0.188277
245.667393,-0.033839,0.164829,1.471450
245.697422,0.296952,-0.673628,1.212624
245.727452,0.266679,-0.229775,-1.410226
245.757481,-0.090917,0.216735,-1.619695
245.787498,-0.279823,-0.093024,0.168996
245.817517,-0.420606,-0.349260,0.115938
245.847538,-0.265855,-0.287669,-0.662991
245.897585,-0.197219,0.192066,0.380171
245.917600,-0.246216,0.361423,0.779079
245.967636,-0.015488,0.593637,-1.303786
245.977644,0.107894,0.594711,-0.628136
246.027681,0.592681,-0.522341,0.145943
246.057703,0.314335,-0.040961,-0.247235
246.097734,0.241103,0.017379,0.439750
246.127753,0.348409,-0.018029,0.791352
246.157782,0.138986,-0.014057,0.041656
246.187788,-0.014469,0.095110,0.813789
246.237839,-0.233452,0.215594,-0.086900
246.267861,-0.240441,0.260030,-0.098104
246.297883,-0.013055,0.342756,0.781508
246.327897,0.010377,0.125316,0.343378
246.357929,-0.094805,0.074317,-1.409244
246.387951,-0.033429,0.336457,-1.089889
246.417959,0.350922,0.161950,0.568395
246.447995,0.585227,0.129104,-0.090469
246.488027,0.115865,0.738307,-1.141118
246.538064,-0.167047,0.524343,0.721657
246.568086,-0.257142,0.281976,-0.194463
246.598108,-0.205027,-0.164307,0.342079
246.628132,-0.016313,0.019133,-0.226007
246.658146,-0.153286,0.156502,0.180376
246.698184,0.075574,0.064796,-0.260993
246.728207,0.263110,0.470869,-0.189910
246.758228,0.327658,-0.052349,-0.634673
246.798256,0.200618,-0.525546,0.571830
246.838261,0.057376,-1.101714,0.055405
246.868290,0.055084,-0.418861,-1.211891
246.898320,-0.059741,-0.061965,-0.169366
246.928349,-0.076620,-0.418555,1.193976
246.958378,-0.209064,-0.451121,-0.460864
246.988378,-0.310644,0.090052,-0.596736
247.028431,-0.279595,0.214283,0.699974
247.058454,-0.240279,0.683663,-0.165759
247.098458,-0.145123,0.088981,0.299060
247.138495,0.114052,-0.033600,1.267059
247.168536,0.044032,0.365847,-0.186215
247.188552,0.065103,0.571638,-0.991762
247.228581,0.297346,0.978218,0.744758
247.258538,0.618111,0.639320,1.612075
247.288562,0.411186,0.183191,-0.116607
247.318583,0.176341,0.169954,-0.187476
247.348606,-0.053288,-0.307592,0.495854
247.388613,-0.235506,0.076218,-0.266263
247.438673,0.130147,-0.760384,0.536695
247.468696,0.098757,-0.408160,-0.820823
247.498719,-0.189336,0.081485,-1.702715
247.518735,-0.258424,0.244266,-1.171938
247.558763,-0.308421,-0.218418,0.810528
247.588786,-0.236469,-0.666523,-0.451334
247.618809,-0.147148,-0.613650,-1.516379
247.658839,0.255551,-0.328988,0.919817
247.698856,0.117701,-0.247982,-0.282437
247.728886,-0.024530,0.362090,-0.556111
247.758915,0.252627,0.534459,1.626681
247.788914,0.626724,0.452202,1.881893
247.818953,0.472827,0.627694,0.129283
247.858978,0.135826,0.711531,0.225184
247.889009,-0.075388,0.420491,1.362552
247.919015,-0.191205,0.015452,0.364073
247.959064,-0.167017,-0.048822,-0.364475
247.989086,0.021254,0.080280,-0.199363
248.029117,0.064802,0.096186,-0.455046
248.059139,0.015333,-0.086584,-1.029570
248.089146,-0.009382,0.041453,-1.070745
248.129191,-0.178164,0.119327,-0.760994
248.159214,-0.140492,0.407227,-0.504714
248.189236,0.009366,0.477356,-0.572482
248.229251,0.194819,0.408404,-0.958797
248.259261,0.240146,0.099653,0.570963
248.289309,0.200475,-0.263649,0.983054
248.339348,-0.127167,0.377623,-0.698075
248.369371,0.272434,-0.052002,2.296492
248.389388,0.460695,-0.545045,2.141598
248.419410,0.345157,-0.387209,-0.088694
248.459439,-0.214660,-0.699093,-0.176222
248.489460,-0.211941,-0.301673,1.043526
248.519470,-0.174868,-0.351518,0.740626
248.549506,0.079203,-0.168778,-0.394145
248.589537,-0.074755,-0.361262,0.230331
248.639573,-0.284449,-0.127579,0.077333
248.669596,-0.068965,-0.084065,-0.672888
248.699618,0.334783,0.119407,-0.111105
248.729630,0.191261,0.159302,-0.581489
248.759644,0.054002,0.515440,-0.171273
248.799694,-0.068780,0.162497,-0.559741
248.829716,0.022687,0.339279,-0.381952
248.849733,0.101561,-0.078205,0.184319
248.879731,0.121829,-0.322169,-0.140961
248.929784,-0.178267,-0.362986,0.476183
248.959810,-0.140620,-0.277899,-0.017459
248.989838,0.169412,-0.033455,0.874124
249.029864,0.420757,-0.280182,0.137290
249.059876,-0.001027,-0.021472,-0.004406
249.089911,-0.234843,-0.168925,0.618907
249.119933,-0.182613,-0.335104,0.804512
249.159965,0.140185,-0.106103,-0.430705
249.189981,0.232286,0.243497,-0.445992
249.230018,0.011756,0.448593,-0.371157
249.260040,-0.059978,0.298680,-0.187156
249.290062,0.086394,0.250820,-0.506795
249.330091,0.090788,0.440733,-0.462554
249.360114,0.090097,0.235040,0.155247
249.390136,0.181506,0.218893,0.463529
249.430145,-0.004157,-0.150330,-0.617438
249.460177,-0.091238,-0.028136,-0.345930
249.490204,-0.077513,-0.335642,1.355562
249.530242,-0.118563,-0.338361,-0.225011
249.560265,-0.134520,0.103193,-1.053123
249.590287,-0.174608,0.489290,0.266954
249.620310,-0.120302,-0.085394,1.399851
249.650333,-0.077202,-0.691533,-0.668431
249.690361,-0.058238,-0.182364,-0.156244
249.730392,0.118051,0.172484,0.987265
249.760414,0.147033,0.142131,-0.346243
249.790437,0.159350,0.134652,-0.546312
249.830463,-0.073054,0.370518,0.717595
249.870471,-0.184713,0.255275,-0.363283
249.900501,-0.163740,0.203009,-0.733053
249.930529,-0.085861,0.460678,0.253558
249.960551,0.051481,0.230374,0.782874
249.990558,0.111000,0.153238,-0.508017
250.020601,0.011373,0.253417,-0.542579
250.060640,-0.017122,-0.038612,-0.104449
250.090662,0.002845,-0.266979,0.425662
250.130692,0.219775,-0.469435,0.723331
250.160716,0.179078,-0.280197,-0.129403
250.190738,0.020291,0.099516,-1.271750
250.230765,-0.046555,-0.049075,0.682104
250.260788,0.079840,-0.274216,1.004842
250.290810,-0.037048,-0.287824,-0.323754
250.330843,0.038477,0.340089,-0.211437
250.360841,-0.020979,-0.111024,0.860299
250.390871,0.051668,0.131491,-0.029039
250.440923,0.153701,-0.067460,-0.440671
250.470946,0.032929,0.337961,0.732001
250.500968,-0.219761,-0.149976,0.076209
250.520985,-0.230499,-0.032871,-1.119218
250.551008,-0.210952,0.261865,-0.655949
250.601044,-0.076662,0.186413,0.920834
250.631069,0.001852,-0.240405,-0.639244
250.661090,0.044227,-0.519861,-1.347835
250.691112,0.138884,-0.248587,0.860783
250.731142,0.387127,0.339295,1.065657
250.761146,0.235692,0.168823,-1.202444
250.791187,-0.008934,0.170530,-0.951471
250.821211,-0.215436,-0.437644,1.915480
250.851212,0.076247,-0.425086,0.143880
250.891254,0.125886,0.262122,-0.979413
250.931292,-0.154385,0.705829,1.106738
250.951294,-0.070092,0.406728,0.615298
250.991336,-0.024654,-0.206084,-0.933666
251.031365,0.113637,-0.430154,0.600998
251.061377,0.045807,-0.705367,0.476503
251.091401,0.040836,-0.528487,-1.134482
251.121434,0.106462,-0.023955,-0.791064
251.151432,0.098934,0.302035,1.245662
251.191467,-0.110234,-0.002451,-0.385599
251.221498,-0.192696,0.008522,-1.330579
251.251526,-0.193493,0.045223,0.739419
251.291561,0.070899,-0.370842,1.119357
251.331571,-0.088324,-0.104805,-0.228750
251.361615,-0.157783,-0.103996,1.208246
251.391617,-0.100348,-0.277793,1.252040
251.421657,-0.074219,-0.416186,-0.015696
251.461689,0.114375,-0.295797,-0.070492
251.491711,0.125365,-0.200299,0.639904
251.521734,0.002192,-0.374372,-0.100238
251.561764,-0.059522,-0.437120,-0.925799
251.591786,-0.143162,-0.011568,-0.611219
251.621807,-0.212416,-0.020488,0.399251
251.661840,-0.124071,-0.319552,-0.537842
251.691862,-0.043830,0.103569,-0.601408
251.721884,0.147012,0.518728,0.005186
251.751908,0.132146,0.322702,0.142548
251.791936,-0.122657,-0.125220,-0.337767
251.831942,0.009484,-0.076851,0.127270
251.861989,-0.189603,0.398715,-0.126524
251.892001,-0.219884,0.232762,0.605362
251.932018,-0.252154,0.209051,-0.325333
251.962040,-0.171717,0.377094,-0.247675
251.992088,0.283409,0.285600,0.479457
252.022111,0.471941,0.107097,0.416275
252.052127,0.224476,0.233762,-0.021541
252.092161,0.259093,0.600572,1.003159
252.132192,0.666911,0.329178,0.247010
252.162215,0.534119,0.106683,-0.091210
252.192236,0.257854,0.621118,0.288805
252.222259,-0.083582,0.783471,0.665276
252.262230,-0.248437,-0.074562,0.326173
252.292253,-0.233079,-0.155989,-0.141670
252.322254,-0.132293,0.250129,-0.271647
252.352294,-0.009168,0.281589,-0.354229
252.392305,-0.190197,-0.171565,-0.739238
252.432357,-0.256378,-0.505113,-1.151907
252.462380,-0.211208,-0.775633,-0.533044
252.492401,0.074058,-1.116303,-0.314371
252.532429,0.314919,-1.044548,-1.080676
252.562447,0.010900,-0.791975,-1.257808
252.592453,-0.159420,-0.271087,0.136674
252.622503,-0.045205,-0.381652,0.903395
252.652502,-0.015805,-0.026297,-0.024998
252.692535,0.025266,0.764096,-0.143441
252.722566,0.181240,1.271845,0.396141
252.752592,0.188449,1.043674,2.271816
252.792627,0.170672,0.084646,-0.112880
252.822650,-0.025151,0.175128,-1.424513
252.862675,-0.101774,0.871959,1.400605
252.892702,-0.049959,-0.074411,2.122243
252.922725,-0.211616,-0.632434,-1.139270
252.962753,-0.226712,-0.064004,1.109203
252.992776,-0.199845,-0.230212,1.578292
253.032807,-0.191449,-0.277628,-0.875148
253.062814,-0.059028,0.406112,-1.073386
253.092844,0.083822,0.577827,0.942373
253.122859,0.212207,0.021712,0.964592
253.162905,0.212329,-0.526222,-1.211719
253.192927,0.106989,-0.067184,-1.853729
253.232956,-0.180618,0.722027,0.704439
253.262978,-0.115199,-0.179400,1.101521
253.293002,-0.024219,-1.125916,-0.871162
253.333033,0.088408,-1.133841,-1.297327
253.363054,-0.108286,-0.454444,0.840739
253.393078,-0.064298,0.609724,0.951178
253.423100,-0.029596,0.805447,-0.397821
253.463131,0.094510,-0.066339,-0.924344
253.483145,0.028676,-0.480513,0.526921
253.533181,-0.160615,-0.849437,0.015991
253.543190,-0.186602,-0.775523,-0.631369
253.593211,-0.008173,0.802852,0.402451
253.623232,0.180707,1.115662,1.532727
253.673284,0.045060,0.192518,-0.584169
253.683290,0.013419,0.062532,-0.450507
253.723325,-0.099921,0.301316,1.079252
253.763341,-0.204105,-0.047408,0.591868
253.793380,-0.174747,-0.064171,-0.240944
253.823401,-0.115515,0.289945,0.024639
253.863404,-0.138885,0.210311,0.063121
253.893434,-0.120909,-0.394629,-0.285838
253.923474,-0.046601,-0.562719,-0.472308
253.963505,0.255851,0.151342,-0.461191
253.983519,0.196370,-0.001027,-0.771025
254.013541,0.122349,0.150216,-0.696778
254.063580,0.101998,-0.299168,0.030583
254.093603,0.013423,-0.518408,-0.242619
254.113597,-0.032218,-0.346898,-0.602166
254.163654,-0.097610,0.445245,0.798680
254.193677,-0.092123,-0.178659,0.597968
254.223698,-0.167158,-0.264127,0.153405
254.253722,-0.124771,0.010030,1.061418
254.283744,-0.038597,0.061372,0.808293
254.323764,-0.076919,0.154016,0.471655
254.353793,-0.044664,0.007190,0.480784
254.383792,0.041420,0.253908,0.373209
254.433857,0.066564,0.072920,-0.375255
254.463869,0.094858,0.274829,-0.292157
254.493901,-0.041555,0.252730,-0.124279
254.523924,-0.039772,0.186681,-0.595176
254.553947,0.000029,-0.142086,-0.900865
254.583969,0.091860,-0.212528,-0.691948
254.623996,0.115261,-0.228651,-0.260470
