time_tick,lac_X_value,lac_Y_value,lac_Z_value
41.638162,0.063532,0.076556,1.076632
41.668185,0.439640,-0.092875,0.797067
41.678180,0.571785,-0.163944,-0.223578
41.728228,0.248557,0.606968,-0.429328
41.768237,0.617345,-0.387002,0.419259
41.798258,0.578784,-0.133184,-0.458900
41.828292,0.285047,0.074533,0.063015
41.858314,0.269172,0.241650,-0.037337
41.898356,0.140693,0.072046,-0.360853
41.918353,0.192256,-0.091132,-0.301738
41.948387,0.318934,-0.057159,0.100381
41.998429,0.064648,0.066505,0.436784
42.008411,0.078473,0.135050,0.446666
42.058474,0.233706,0.095818,-0.466259
42.088497,0.277461,-0.186371,0.262373
42.118503,0.251103,0.164961,1.428071
42.158549,0.197382,0.131623,-0.203949
42.188571,0.091995,0.201972,-1.658960
42.218538,0.053126,0.105905,0.618405
42.268547,0.421460,-0.076658,0.860898
42.298577,0.100989,-0.018965,-1.274828
42.328605,0.025789,0.670785,-1.015726
42.358635,0.243605,0.143209,1.060944
42.388664,0.304075,-0.314361,-0.181594
42.428694,-0.022775,0.159658,-0.337598
42.458717,0.270341,0.360326,0.252638
42.498747,0.223230,0.430601,-0.600934
42.538774,0.211060,-0.405057,-0.058394
42.568798,0.228602,-0.372362,0.211650
42.598819,0.064527,-0.176398,-0.047406
42.628837,-0.065871,0.178396,-0.358405
42.658864,-0.036258,0.330933,0.233418
42.688886,0.160147,-0.330431,0.006197
42.718895,0.100228,-0.577033,-0.532818
42.748930,0.149793,-0.292472,0.106576
42.788935,0.124801,0.100796,-0.117087
42.818964,-0.008457,0.634884,0.148572
42.848990,0.029454,0.006808,0.546272
42.879013,0.040604,-0.273568,-0.674795
42.909029,-0.000859,-0.432306,-0.454759
42.959086,0.341269,0.468357,0.855206
42.999116,0.103069,0.771902,-0.200617
43.019131,0.056452,0.454754,0.425730
43.059162,0.119962,-0.163464,0.196733
43.089184,0.102768,0.149853,-0.602389
43.119207,0.129811,0.446598,0.258069
43.169242,0.144093,0.266603,0.413490
43.199264,-0.090672,0.044153,-0.909231
43.229287,-0.017141,-0.000168,-0.365355
43.259282,0.199171,-0.239573,0.779556
43.299331,0.165907,0.064038,-0.583530
43.329347,0.001269,0.397863,-0.760277
43.359383,-0.081593,-0.055842,0.178186
43.389405,-0.148658,-0.652651,0.065338
43.419428,-0.289525,-0.640920,-0.576927
43.469459,-0.356563,0.067615,-0.147202
43.499486,-0.246674,0.095376,0.093056
43.539517,0.023669,-0.254389,0.280478
43.559532,-0.098337,-0.390348,0.664662
43.589550,-0.355814,-0.548678,0.070624
43.619566,-0.422930,-0.254477,-0.278469
43.649598,-0.392694,-0.145634,0.683779
43.679621,-0.147333,-0.203371,0.460830
43.729658,-0.225453,0.195615,0.223874
43.769687,-0.346176,0.482299,0.139759
43.799709,-0.368775,0.190059,0.018825
43.829732,-0.364081,-0.028429,-0.247501
43.859754,-0.405022,-0.006204,0.143987
43.899774,-0.355510,0.114099,-0.241957
43.919798,-0.295563,0.289007,-0.503042
43.959803,-0.265224,0.345744,-0.163222
43.989832,-0.239363,0.165225,0.380437
44.029867,-0.246828,0.055826,-0.855608
44.049895,-0.255696,0.203810,-0.952884
44.099932,0.009724,0.165661,0.209866
44.109940,0.054630,0.099066,0.197578
44.159976,-0.190525,0.040856,-0.487017
44.200006,-0.294934,0.201207,0.046315
44.220021,-0.234719,0.088527,0.291333
44.260028,-0.203079,0.126366,-0.028611
44.290063,-0.235776,0.038336,0.129214
44.330105,-0.228974,-0.150894,0.766292
44.370109,-0.201042,0.183136,0.467447
44.400138,-0.183106,0.315009,-0.337674
44.430169,-0.175417,-0.050226,0.032364
44.460197,-0.189821,-0.406658,0.993120
44.490194,-0.173831,-0.417955,1.377993
44.520225,-0.163074,-0.350351,0.175951
44.550263,-0.176617,0.185124,-0.266139
44.590295,-0.179064,0.461781,0.505831
44.620318,-0.164624,-0.105247,0.220754
44.670342,-0.179640,-0.029558,-0.318116
44.700378,-0.209363,-0.033784,0.027175
44.730400,-0.172502,0.103845,0.102550
44.760421,-0.077761,0.048214,-0.098978
44.790443,-0.048400,0.199170,-0.423309
44.830473,-0.141929,0.045077,0.038851
44.860495,-0.152613,-0.033096,-0.122768
44.890518,-0.127844,0.000056,0.000161
44.920526,-0.029843,-0.053878,-0.087405
44.970576,-0.062583,0.043831,-0.007243
45.000598,-0.114557,0.161580,-0.034291
45.030601,-0.099379,0.212444,-0.355739
45.060643,-0.091752,0.055808,-0.361123
45.090665,0.016711,0.256276,0.760634
45.120687,-0.016478,-0.240793,0.466556
45.150710,-0.069998,0.225325,-0.709945
45.190729,-0.015729,0.067665,0.225504
45.240776,0.189453,0.126769,0.605922
45.250757,0.150155,-0.022251,0.810775
45.300820,-0.021963,0.196225,-0.502572
45.330842,-0.102615,0.070576,-0.409169
45.360865,-0.010590,0.023803,0.433768
45.390887,0.099447,-0.132513,0.628008
45.420909,-0.036317,-0.104285,-0.177263
45.450916,-0.114814,-0.129390,-0.581152
45.490961,0.015510,-0.050160,0.101649
45.530992,0.362713,-0.184840,-0.012576
45.561000,0.114714,0.041100,-0.013381
45.591030,-0.179871,-0.245257,0.208508
45.621059,-0.163935,-0.728855,-0.095145
45.661064,0.244897,-0.459054,0.085734
45.691093,0.641689,0.122203,0.517071
45.721122,0.572261,0.265364,0.071284
45.761163,0.044004,0.119880,-0.137257
45.791184,-0.114324,0.028139,0.511194
45.841196,-0.117744,-0.125658,-0.044622
45.871242,-0.104206,0.144940,-0.495231
45.891259,-0.099708,0.431438,-0.183094
45.931287,-0.114218,0.301876,0.236400
45.961297,-0.043997,0.302026,-0.034446
45.991331,0.069012,0.132679,-0.527126
46.021354,-0.055528,0.134312,-0.207691
46.061384,0.050694,0.304096,0.449500
46.091394,0.034890,0.333589,-0.154866
46.131436,0.054158,0.077096,-0.446383
46.161458,-0.102513,-0.246567,0.565482
46.191481,-0.132355,-0.196030,0.226847
46.231510,-0.088791,-0.027554,-0.605548
46.261532,-0.083836,0.227105,-0.160159
46.291553,-0.107003,0.093427,0.651414
46.321576,-0.058942,-0.132603,0.156240
46.351597,0.057660,-0.009617,-0.128960
46.391626,0.113030,0.081653,0.208601
46.431644,-0.063518,-0.179083,0.097331
46.461682,-0.158624,0.048876,0.061450
46.491704,-0.081891,0.202103,0.042177
46.521726,-0.017068,0.068159,0.018553
46.551748,-0.003200,-0.083945,-0.066950
46.591759,-0.039455,0.136087,-0.099362
46.621796,-0.022755,0.115449,-0.121199
46.651795,0.086541,0.006849,0.120744
46.691851,0.119598,-0.039906,-0.331127
46.731868,-0.075498,-0.025997,0.082878
46.761898,-0.077454,0.006136,-0.017101
46.791926,-0.039636,-0.034309,-0.217953
46.821926,0.076493,-0.111246,-0.171676
46.861956,-0.068654,-0.332837,0.152670
46.891991,-0.086666,-0.112406,0.218702
46.921994,-0.003103,0.101084,-0.149476
46.962051,0.136367,0.010619,-0.404426
46.992074,0.073933,0.042347,0.374458
47.032103,0.089111,-0.096824,0.199188
47.062126,0.189478,-0.001193,-0.321320
47.082141,0.273454,0.182937,-0.162085
47.132177,0.205186,0.030493,0.125463
47.162198,0.095194,0.088623,0.220565
47.192221,0.079040,-0.140781,-0.154443
47.232169,0.122860,-0.002044,0.272815
47.252202,0.019639,-0.221229,0.247956
47.282224,0.030191,-0.088334,0.244782
47.322257,0.067536,-0.225966,0.206124
47.362269,0.148524,-0.113853,0.405623
47.392296,0.223207,-0.121467,-0.104692
47.422329,0.007150,0.109830,-0.258255
47.452351,-0.114449,0.277305,0.123561
47.492379,-0.079167,0.144815,0.211147
47.522402,-0.079143,0.160832,-0.583310
47.562432,-0.083842,0.735006,0.160417
47.592455,0.108174,0.625099,0.289222
47.632485,0.187694,0.213409,-0.764317
47.662500,0.191936,0.351528,0.318610
47.702534,0.326900,0.416976,-0.192827
47.722527,0.241166,0.478159,-0.799332
47.762562,0.263389,0.325187,0.073667
47.802610,0.433282,-0.065163,0.504141
47.832633,0.312399,-0.353329,-0.745656
47.862655,0.254743,0.229291,-0.523395
47.892677,0.225568,0.528598,0.317804
47.942709,0.073988,-0.270809,0.024424
47.962731,0.087874,-0.454879,-0.358601
47.992730,0.088701,-0.481427,-0.097070
48.022759,0.176769,-0.389150,0.333885
48.062794,0.229535,0.298252,0.140012
48.092823,0.475202,0.306572,0.247223
48.122822,0.620906,-0.010639,0.051964
48.152869,0.709793,-0.182302,0.344228
48.192900,0.651944,-0.229092,0.642036
48.222921,0.500466,0.025096,-0.428622
48.262952,0.336953,0.294021,0.522526
48.292962,0.242897,-0.035200,0.391820
48.322997,-0.077923,-0.146219,-0.984800
48.363025,-0.029374,0.249749,-0.765403
48.403047,0.489210,-0.177811,0.669241
48.423069,0.764201,-0.002005,0.321702
48.463095,0.401582,0.046680,-1.209311
48.493124,0.368685,0.526667,-1.237321
48.523124,0.551335,0.385383,0.388869
48.573181,0.844484,0.233485,0.932274
48.603203,0.651912,-0.101484,-0.376017
48.633225,0.448842,0.083745,-0.114855
48.663247,0.454578,-0.180152,0.950983
48.683264,0.480752,-0.007896,0.865238
48.723291,0.425796,0.323407,1.087521
48.763322,0.367540,-0.035691,0.261605
48.793345,0.177134,-0.337658,0.230954
48.823366,0.251454,-0.336841,0.848372
48.863397,0.323622,-0.255631,0.185770
48.893419,0.318771,0.026661,-0.310914
48.923424,0.379033,0.063319,-0.070460
48.963459,0.375678,-0.123500,-0.429902
48.993489,0.242059,-0.286906,-0.533826
49.023489,0.305440,-0.163433,-0.204146
49.053518,0.307505,-0.183640,-0.476456
49.103569,0.263726,0.120538,-0.847492
49.123589,0.404110,-0.015191,-0.199937
49.163598,0.521478,0.076988,-0.269125
49.193642,0.367298,0.140239,-0.824522
49.223663,0.384275,0.288481,-0.628081
49.263693,0.446918,0.187652,0.623590
49.293714,0.193171,0.036421,-0.042427
49.323736,-0.000282,0.279258,-0.283740
49.353759,0.158389,0.265199,0.650540
49.393789,0.227334,0.076116,0.647198
49.423812,0.012595,0.237227,0.120727
49.463842,0.099216,0.032090,0.766960
49.503870,-0.045693,-0.050220,0.244220
49.533892,-0.215465,0.031653,-0.123545
49.563915,0.045337,0.220810,0.551746
49.593936,0.389838,-0.044964,0.593348
49.623959,0.390476,-0.162040,-0.119799
49.663963,0.033706,-0.224569,0.050796
49.694012,-0.130699,0.000964,0.019172
49.724034,-0.128312,0.042583,-0.258567
49.764065,0.104630,-0.041753,-0.431297
49.794085,0.112175,-0.052547,-0.065146
49.824109,-0.077744,-0.416088,-0.252116
49.854131,-0.206801,-0.240724,-0.804261
49.884153,-0.124546,-0.014338,0.247732
49.934190,-0.007819,-0.024695,-0.286348
49.964212,-0.217968,0.076295,-0.156732
49.994210,-0.109203,0.004321,0.077779
50.024241,0.049260,0.167197,0.063986
50.064287,0.192611,0.111905,-0.046482
50.094309,0.161592,0.235247,0.167468
50.134338,0.070117,0.087692,0.664944
50.154353,0.147310,0.101251,0.573186
50.194357,0.239210,0.015517,0.159731
50.224385,0.222107,0.100844,0.380581
50.254397,0.078371,-0.095108,0.783638
50.294456,0.037376,0.030683,0.717357
50.324479,0.086161,-0.051463,0.575726
50.364485,0.033053,-0.346117,0.077287
50.394524,0.132291,-0.440711,0.124850
50.424554,0.240861,-0.273175,0.164703
50.464581,0.124772,-0.199663,-0.420985
50.494604,-0.038712,-0.213203,-0.409180
50.524626,0.061954,-0.265988,-0.209501
50.554640,0.017508,-0.334911,-0.543319
50.594679,-0.100123,-0.185715,-0.800893
50.624701,0.052271,-0.067514,0.126922
50.664731,0.033195,-0.161528,-0.439425
50.694729,-0.214556,0.058273,-0.683733
50.734755,-0.192799,0.141793,0.283913
50.764804,-0.156898,0.113514,0.172715
50.794826,-0.181001,0.179560,-0.271620
50.824848,-0.151558,0.469789,0.238089
50.864859,0.012547,0.495013,0.361089
50.894889,0.089308,0.433531,0.533849
50.924923,0.197872,0.496027,0.505351
50.964953,0.186326,0.563642,0.266023
51.004981,0.075491,0.536059,0.067323
51.035003,0.057013,0.706753,0.300975
51.065025,0.156396,0.280293,0.315080
51.085042,0.096045,-0.131076,0.269807
51.125070,0.008091,-0.141433,0.100012
51.165092,-0.024702,0.203106,-0.224961
51.195123,0.091262,0.351331,0.427283
51.225131,0.300618,0.118406,0.767436
51.265174,0.155018,-0.354981,-0.304578
51.295197,0.034919,-0.395456,-0.065067
51.335225,0.187309,-0.139773,0.577005
51.355242,0.037308,0.035429,0.193638
51.395270,-0.087018,-0.151629,0.123540
51.425276,-0.082622,-0.474763,0.355546
51.465321,-0.243051,-0.405300,-0.071514
51.495344,-0.208659,-0.324754,-0.003342
51.525367,-0.013038,-0.255514,0.010122
51.565392,-0.006730,-0.239798,-0.297921
51.595422,-0.018351,-0.102414,0.002796
51.625420,0.150520,-0.228571,0.069698
51.655437,0.195307,-0.088010,-0.357443
51.695472,0.158742,0.127358,-0.064688
51.725507,0.047420,0.260287,0.248589
51.755535,-0.012893,0.238293,-0.254639
51.795567,0.206956,0.368082,-0.302550
51.825589,0.143329,0.091768,0.010217
51.865619,-0.038672,0.105322,-0.049436
51.895641,0.085554,0.163009,-0.089176
51.935670,0.148586,0.394682,-0.109621
51.965692,0.246740,0.244307,-0.046972
51.995714,0.077115,0.067995,0.208839
52.025737,-0.085657,-0.064858,0.098547
52.065757,0.071776,-0.210978,0.024099
52.085780,0.032834,-0.357069,0.222385
52.125785,-0.084232,0.020780,0.224128
52.165842,-0.093228,-0.019325,0.228704
52.195863,0.017286,-0.096715,0.166432
52.225794,0.061953,-0.172210,0.103811
52.255816,-0.077357,0.013830,0.068776
52.285839,-0.094610,0.193204,0.258511
52.335875,0.067384,0.002908,-0.228590
52.355890,0.011974,-0.115961,-0.047158
52.385911,0.014412,-0.059380,0.309512
52.425942,-0.145055,0.141703,-0.247287
52.455964,-0.186532,0.325718,-0.492611
52.495971,-0.020611,0.179594,0.277688
52.536014,-0.249760,-0.070709,-0.088585
52.566030,-0.290386,0.257872,-0.539127
52.586053,-0.284984,0.414511,0.068942
52.626089,0.041772,0.406457,0.329561
52.666119,0.049632,0.182494,-0.317083
52.696142,-0.097665,0.330001,0.083674
52.726163,-0.042716,0.274504,0.426230
52.756187,0.010429,0.186741,0.071901
52.796192,-0.113780,0.402514,-0.083823
52.826238,-0.149341,0.490055,0.538227
52.866267,-0.272483,0.161698,-0.109474
52.896289,-0.212541,0.135312,-0.385134
52.926311,0.029797,0.153080,0.242300
52.956334,0.153957,-0.067520,0.467671
52.986356,-0.022832,-0.064144,-0.251723
53.026388,-0.140773,0.087714,0.054192
53.056388,0.014851,-0.138757,-0.006417
53.106420,-0.055826,0.032369,0.133537
53.126460,-0.130766,-0.037902,0.322818
53.166490,-0.159753,-0.138651,0.011955
53.196511,-0.048804,-0.117109,0.400838
53.226534,0.078251,-0.213418,0.431439
53.266562,-0.089780,0.100517,0.120736
53.286578,-0.143840,0.084082,-0.039042
53.326587,0.021060,0.107732,0.429230
53.356620,0.157808,-0.010896,0.576035
53.396661,0.036104,0.014117,-0.176319
53.416676,-0.134491,-0.075763,0.071743
53.466704,0.179728,-0.046089,-0.059910
53.496734,0.107372,0.015160,-0.311747
53.526753,-0.078499,0.075878,-0.307833
53.556752,-0.129188,0.056976,0.287457
53.586796,-0.068058,-0.183511,-0.067118
53.626822,-0.146792,0.114751,-0.258759
53.646823,-0.176139,0.064707,0.320396
53.696864,-0.115209,0.069982,-0.116995
53.726902,-0.082121,0.307444,-0.469270
53.756921,-0.012326,0.420755,0.460602
53.786951,0.122686,0.299383,0.364421
53.826954,-0.002735,0.285480,-0.330353
53.857001,-0.047697,0.219523,0.239606
53.887013,0.095789,0.034420,0.403121
53.917045,-0.015662,0.028656,-0.550770
53.947067,-0.156372,0.299020,-0.216019
53.997106,-0.030193,0.047579,0.478484
54.027102,-0.145441,-0.033686,-0.702103
54.047141,-0.216411,0.090411,-0.694753
54.097178,-0.022574,0.057991,0.674965
54.127201,0.097850,0.068645,0.067670
54.157223,0.074857,0.148269,-0.213642
54.187246,0.089304,0.171792,0.236212
54.217268,0.111084,0.096938,0.442012
54.257285,0.143800,0.110915,0.122876
54.287295,0.107867,0.315919,0.110036
54.317344,-0.009727,0.115069,0.434333
54.347364,-0.082628,0.048261,0.330561
54.397401,-0.126561,0.197829,0.254315
54.407409,-0.123847,0.157108,0.310962
54.457445,0.016260,0.056167,0.228696
54.497476,-0.025735,0.085292,0.104571
54.517490,-0.003455,0.150788,0.186865
54.557520,0.094102,-0.088373,0.037724
54.597552,-0.040967,-0.132009,0.089903
54.637563,-0.085907,-0.112046,0.000411
54.667601,-0.064222,-0.151960,0.324738
54.697621,-0.094734,-0.067382,0.005758
54.727621,-0.125362,0.049445,-0.238174
54.757650,-0.105157,-0.026197,-0.019789
54.787680,-0.015284,-0.027264,0.045353
54.817710,0.045840,-0.028114,-0.284551
54.847734,-0.066201,-0.073883,-0.304102
54.897760,0.018841,-0.123369,0.180897
54.937793,0.032206,-0.035425,-0.569844
54.967824,0.006219,-0.019709,-0.486576
54.997823,0.071366,-0.078186,0.283789
55.027861,0.270856,-0.167765,0.203561
55.057889,0.243196,-0.119902,-0.526262
55.087913,0.056564,-0.121931,-0.307553
55.117934,0.033284,-0.176083,0.306975
55.147939,0.010572,-0.119813,-0.110058
55.197995,0.094739,0.193670,-0.185257
55.228017,0.121943,-0.000843,0.570775
55.268046,0.043115,-0.034643,-0.223682
55.298069,0.065318,0.184029,-0.328177
55.308066,0.068743,0.108061,-0.066959
55.358113,-0.007282,0.185156,0.752728
55.398124,-0.180661,0.308627,-0.292432
55.418157,-0.282528,0.152230,-0.150114
55.458183,-0.008019,0.070471,0.689311
55.488212,0.114940,0.073941,0.372502
55.538246,0.029182,0.174361,-0.018181
55.548240,-0.001662,0.047765,0.164650
55.598291,0.008247,0.119333,-0.221293
55.638320,-0.172216,0.102495,0.200096
55.658336,-0.218347,-0.086415,0.391029
55.698348,-0.094599,-0.021666,-0.193509
55.718380,-0.055952,0.031529,-0.120753
55.758384,0.090294,0.107520,0.348588
55.788432,0.144414,0.135578,0.368579
55.828455,0.235231,0.176032,-0.455124
55.868491,0.273026,0.026552,-0.010729
55.898488,0.148653,0.016172,0.407112
55.928517,-0.007958,0.011468,-0.226224
55.958547,-0.129379,0.163171,-0.674373
55.998569,-0.027529,0.145275,0.246671
56.028609,0.016634,0.015742,-0.269029
56.058632,-0.100710,0.361882,-0.501540
56.088654,-0.079984,0.098789,0.005731
56.138690,0.084075,-0.163632,0.151082
56.168691,0.124137,-0.170899,-0.498407
56.198720,0.062579,-0.028529,0.118386
56.228749,0.208313,-0.132157,0.356653
56.258779,0.173259,-0.118156,-0.122686
56.288776,0.068909,-0.141556,0.040676
56.318817,-0.059004,-0.140303,0.444833
56.358854,-0.109401,-0.046367,0.262737
56.378869,-0.078781,0.017824,0.131146
56.428908,0.030022,-0.172458,0.075467
56.468934,-0.023173,-0.138969,0.254089
56.498953,0.027015,-0.004184,0.176686
56.528980,0.037658,0.243607,-0.148983
56.559002,0.014138,0.166762,-0.131700
56.589025,-0.020674,0.021868,0.045290
56.629031,-0.040968,-0.091330,0.023105
56.649068,-0.048467,0.088630,-0.419059
56.689079,-0.019021,0.124409,-0.056649
56.739135,0.203740,-0.005636,0.349675
56.749128,0.188354,-0.017343,0.119080
56.779168,-0.022181,0.065971,-0.667787
56.829201,0.028788,0.176364,0.197093
56.859224,0.216839,0.129680,0.471321
56.889246,0.004401,0.000473,-0.676397
56.929276,-0.287355,0.124274,0.462967
56.959299,-0.076225,-0.049535,0.833204
56.989321,0.118394,0.121629,-0.257886
57.019344,0.116796,0.271787,-0.742343
57.069379,0.066139,0.170058,0.834520
57.079387,0.109222,0.049612,0.777185
57.129402,0.066988,0.027087,-0.659064
57.159444,-0.017719,0.220543,0.139887
57.189467,-0.020185,0.191868,0.657494
57.219399,0.005996,0.011909,-0.268479
57.259420,0.015760,0.020548,-0.500711
57.289471,0.007080,-0.098924,0.467322
57.319493,0.032037,-0.181628,0.440302
57.369529,-0.044168,0.115937,-0.640285
57.399551,0.002951,0.087522,-0.107512
57.429574,-0.015456,-0.168561,0.610002
57.459595,-0.054651,-0.295423,0.044550
57.489604,0.004349,0.047962,-0.355952
57.519633,0.099098,0.049052,0.523302
57.549662,0.161197,-0.013538,0.443398
57.579672,-0.026136,-0.085595,-0.126586
57.619715,-0.006035,0.068977,0.067328
57.669751,0.027148,-0.144648,0.021840
57.699773,-0.021878,0.117176,-0.289488
57.729796,0.050251,0.125015,0.239751
57.759818,0.167721,0.029574,0.252128
57.799829,0.089844,0.096772,-0.295659
57.829871,0.035410,0.201079,-0.330318
57.859874,0.097476,0.083178,0.003859
57.889899,0.182429,-0.127818,0.073052
57.929944,0.056432,-0.095094,-0.116158
57.949959,-0.034509,-0.040426,-0.418751
57.999996,-0.074390,0.189904,-0.077161
58.010003,-0.033905,0.213814,0.320539
58.060039,0.030569,0.060308,-0.422688
58.090063,-0.166122,0.154006,-0.594244
58.120068,-0.161604,-0.107730,0.862410
58.160091,-0.000124,-0.242489,-0.203874
58.180103,-0.043617,-0.053401,-0.492131
58.240152,-0.073840,0.469085,0.509989
58.270181,0.015824,0.005748,0.392870
58.300201,0.021360,0.131276,-0.412378
58.330240,0.029083,0.525131,-0.202726
58.360235,0.025274,0.219912,0.334563
58.390264,-0.014719,-0.367696,0.254286
58.420298,0.104386,-0.337528,-0.284770
58.450326,0.280892,0.175287,-0.082942
58.490359,0.171228,0.455819,0.623061
58.530359,-0.049678,0.095205,0.137164
58.570417,0.114192,-0.027583,0.072064
58.580426,0.172315,-0.135505,0.140338
58.630461,0.059260,-0.222814,-0.200271
58.660484,-0.049302,0.029399,0.468231
58.690506,0.143508,-0.135965,0.744446
58.720528,0.135851,-0.304336,-0.550288
58.750550,-0.029830,-0.187483,-0.052458
58.780572,-0.152740,-0.102897,0.752162
58.840602,-0.108154,-0.150862,-0.530165
58.850613,-0.045778,-0.075717,-0.511535
58.880626,-0.015502,-0.034117,0.189323
58.930673,-0.100531,-0.379356,-0.043534
58.960706,-0.035498,-0.134288,-0.350304
58.990728,0.054762,0.044381,-0.087399
59.020750,0.022235,0.006549,0.001282
59.050772,-0.130193,-0.053834,-0.010325
59.090788,-0.113255,-0.022117,-0.303028
59.120825,-0.034890,0.100177,-0.020539
59.170846,-0.094347,0.082765,-0.128771
59.200882,-0.142182,0.100563,0.180776
59.230879,0.007836,0.140179,0.169236
59.260927,0.095421,0.211429,0.132455
59.290936,0.015353,0.120595,-0.081893
59.320962,-0.063382,-0.011069,0.159133
59.361002,0.140627,0.087692,0.113726
59.391025,0.156174,0.084902,0.169153
59.431036,0.034377,0.231754,0.063636
59.461078,-0.006716,0.235149,0.270601
59.491099,0.091221,0.087593,0.175314
59.521121,0.065650,0.057252,-0.206956
59.561147,-0.050757,0.014947,-0.085717
59.591172,-0.019574,0.092103,0.304309
59.621195,-0.010088,0.060448,-0.192880
59.661226,0.038717,0.225769,-0.169499
59.691232,0.090375,-0.199807,0.700962
59.721267,0.212594,-0.248912,0.685136
59.761300,-0.062430,0.124373,-0.920158
59.791321,-0.148120,0.228564,0.226887
59.831350,0.115688,-0.000515,1.018159
59.861372,0.004129,-0.125899,-0.488678
59.891394,-0.182445,-0.170899,-0.559928
59.921417,-0.104720,-0.103564,1.805895
59.951438,0.124087,-0.635787,1.398875
59.991467,-0.025045,-0.228472,-1.347291
60.031477,-0.065221,0.144309,0.762248
60.061521,-0.041450,-0.148742,1.627007
60.101550,-0.058257,-0.412969,-1.118270
60.131573,-0.037855,-0.091060,-0.756941
60.151589,-0.005201,-0.104229,0.474930
60.191594,0.101952,-0.225282,0.475501
60.221618,0.029004,-0.249718,-0.979929
60.251650,0.022592,-0.001748,-0.592390
60.291691,0.001319,-0.193127,0.286939
60.331708,-0.115256,-0.237330,-0.477591
60.361738,0.083846,-0.012337,-0.691450
60.391768,0.190916,-0.030170,-0.134991
60.421767,0.038672,-0.305130,0.026591
60.461802,-0.126242,0.021909,-0.196470
60.491830,-0.055948,0.149881,-0.355899
60.521860,0.142413,0.099147,-0.162930
60.561892,0.071180,-0.072779,0.514797
60.591914,-0.111147,0.148540,-0.264554
60.631944,-0.048597,0.251803,-0.024420
60.661955,0.157837,-0.115446,0.782156
60.691989,0.173458,0.010118,0.225989
60.732004,-0.118629,0.300082,-0.138595
60.752033,-0.069596,0.295452,0.197083
60.792062,0.177595,0.143984,0.617198
60.832073,0.133194,0.161800,-0.195686
60.862102,-0.169468,0.191723,0.051654
60.892131,-0.095748,0.089781,0.628627
60.932167,0.087469,-0.050726,-0.111325
60.962189,-0.055372,0.135538,-0.361856
60.992212,-0.183029,0.158134,0.322771
61.022234,-0.094941,-0.013790,0.296809
61.052256,-0.009187,-0.064033,-0.347288
61.092284,0.030969,-0.106460,-0.167997
61.132314,-0.009167,-0.166526,0.144486
61.162336,-0.044721,-0.122228,-0.159167
61.192359,0.050050,-0.040710,-0.090661
61.232389,0.042817,-0.045634,0.101052
61.272408,-0.050467,-0.059475,0.032296
61.302413,-0.083668,-0.189086,-0.182641
61.322431,-0.099332,-0.107894,-0.217605
61.352461,-0.014382,-0.191143,0.079162
61.392496,0.069052,-0.119076,-0.070992
61.422525,0.008013,0.029919,0.100883
61.452524,0.119879,0.093018,-0.091802
61.492565,0.263153,-0.017090,0.287461
61.522597,0.281632,-0.107250,0.028333
61.562634,0.235012,-0.069264,-0.058320
61.592655,0.232638,-0.272274,0.265670
61.622677,0.144826,-0.354738,0.121429
61.662707,0.112427,0.047520,-0.312258
61.692729,0.175229,0.089533,0.084831
61.722752,0.312329,-0.250219,0.405883
61.762782,0.318939,-0.117691,-0.207838
61.792803,0.236080,-0.165880,-0.351645
61.822824,0.302126,-0.067307,0.219543
61.862856,0.436730,-0.094192,0.020154
61.892878,0.360406,-0.029738,-0.518590
61.922900,0.408243,-0.106075,0.030431
61.952923,0.451671,-0.118922,0.462054
61.992952,0.381694,-0.091248,-0.238414
62.032970,0.383903,0.083196,-0.424657
62.063002,0.366325,-0.025061,0.493247
62.093025,0.251698,-0.041239,0.266283
62.123048,0.215636,0.153891,-0.358283
62.163079,0.246177,0.058241,0.016526
62.193100,0.163122,-0.079999,0.604811
62.223053,0.083170,0.080896,0.010228
62.253074,0.094161,0.181796,-0.477391
62.293091,0.299090,0.142349,0.185930
62.323120,0.227181,0.021523,0.466483
62.353150,0.078552,0.274356,-0.034827
62.393178,0.199252,0.352205,-0.025423
62.423201,0.222581,0.093210,0.489394
62.463231,0.058781,0.103218,0.156867
62.493229,-0.006128,0.162719,-0.148906
62.523261,0.161822,0.223398,0.170676
62.553291,0.169117,-0.057000,0.194200
62.593312,-0.273143,0.035030,-0.408195
62.623347,-0.388989,0.147557,0.232501
62.653363,-0.131689,0.171086,0.482606
62.693400,-0.002124,0.020060,-0.305340
62.723422,-0.151049,0.308696,-0.320303
62.763453,-0.191070,0.128514,0.434060
62.793475,0.147815,0.009604,0.235210
62.823497,0.395921,-0.029675,-0.375561
62.863526,0.200189,0.008361,-0.313870
62.893547,-0.137887,-0.015218,0.348694
62.923570,-0.069076,0.051185,-0.045046
62.963595,0.203173,0.115849,-0.594748
62.993608,0.152400,0.030011,-0.051173
63.023637,-0.079108,-0.124731,0.420875
63.063675,-0.153888,-0.022565,-0.286413
63.093697,0.035667,-0.115910,-0.305694
63.123719,0.016686,-0.174155,0.250336
63.153742,-0.263342,-0.195336,0.331896
63.183748,-0.367885,-0.006753,-0.387841
63.233800,-0.114773,-0.083654,0.219942
63.263822,-0.057545,-0.177629,0.297527
63.293845,-0.216875,0.059310,-0.252264
63.323867,-0.205369,0.235747,-0.290022
63.363895,0.090049,-0.127183,0.474702
63.393919,0.133745,-0.386542,0.170083
